customer_id,avg_monthly_credits,salary_consistency,cash_withdrawal_ratio,monthly_transaction_count
CUS105644,101100,0.675,0.21,19
CUS105645,48900,0.843,0.031,24
CUS105646,114300,0.81,0.088,16
CUS105647,69800,0.836,0.005,13
CUS105648,134800,0.928,0.343,16
CUS105649,73300,0.664,0.121,16
CUS105650,60300,0.915,0.115,22
CUS105651,57100,0.908,0.232,21
CUS105652,70500,0.873,0.085,15
CUS105653,60000,0.831,0.139,13
CUS105654,104800,0.884,0.196,19
CUS105655,147000,0.934,0.253,30
CUS105656,96200,0.96,0.035,22
CUS105657,87700,0.895,0.135,17
CUS105658,101700,0.873,0.176,17
CUS105659,81900,0.842,0.245,19
CUS105660,83900,0.951,0.194,26
CUS105661,75200,0.997,0.074,18
CUS105662,130500,0.839,0.13,16
CUS105663,28600,0.846,0.079,22
CUS105664,34700,0.914,0.203,17
CUS105665,148300,0.891,0.225,26
CUS105666,86000,0.948,0.096,13
CUS105667,135200,1.0,0.103,20
CUS105668,70500,0.843,0.222,18
CUS105669,198000,0.803,0.129,17
CUS105670,79800,0.885,0.036,11
CUS105671,113700,0.94,0.103,16
CUS105672,64800,0.833,0.167,15
CUS105673,60000,0.867,0.135,19
CUS105674,41700,0.866,0.043,23
CUS105675,134600,0.979,0.09,19
CUS105676,108200,0.892,0.035,12
CUS105677,96100,0.922,0.013,21
CUS105678,53500,0.908,0.313,17
CUS105679,135200,0.944,0.139,12
CUS105680,89200,0.907,0.035,17
CUS105681,131900,0.981,0.228,16
CUS105682,86600,1.0,0.077,21
CUS105683,53300,0.949,0.052,14
CUS105684,139800,0.903,0.302,10
CUS105685,109700,0.996,0.002,12
CUS105686,83100,0.953,0.19,18
CUS105687,118300,0.893,0.215,15
CUS105688,121500,0.949,0.385,14
CUS105689,126500,0.773,0.086,19
CUS105690,41700,0.991,0.158,17
CUS105691,46300,0.827,0.261,15
CUS105692,115600,0.987,0.24,11
CUS105693,71500,0.945,0.356,9
CUS105694,55400,0.851,0.055,29
CUS105695,93200,1.0,0.074,20
CUS105696,54100,1.0,0.025,17
CUS105697,68700,0.862,0.074,15
CUS105698,117600,0.867,0.015,17
CUS105699,46100,0.912,0.116,18
CUS105700,45000,1.0,0.09,18
CUS105701,38000,0.924,0.29,20
CUS105702,59700,0.893,0.328,10
CUS105703,91700,0.907,0.207,21
CUS105704,67700,0.886,0.149,15
CUS105705,158200,0.995,0.137,17
CUS105706,96100,0.818,0.051,12
CUS105707,82200,0.911,0.042,19
CUS105708,151600,0.95,0.14,12
CUS105709,42700,1.0,0.026,15
CUS105710,128400,1.0,0.056,14
CUS105711,76400,0.73,0.118,18
CUS105712,78200,1.0,0.088,18
CUS105713,101600,0.933,0.103,22
CUS105714,66900,0.799,0.05,26
CUS105715,82000,0.938,0.195,10
CUS105716,66500,0.92,0.102,15
CUS105717,102800,1.0,0.045,14
CUS105718,70400,0.922,0.196,16
CUS105719,121700,0.937,0.253,22
CUS105720,36200,0.889,0.472,16
CUS105721,117100,0.985,0.169,12
CUS105722,36900,0.871,0.053,12
CUS105723,57500,0.949,0.164,20
CUS105724,106800,0.88,0.15,12
CUS105725,32400,0.951,0.078,12
CUS105726,96700,0.917,0.009,19
CUS105727,44900,0.855,0.308,18
CUS105728,57400,0.939,0.067,12
CUS105729,61100,0.962,0.156,20
CUS105730,47400,0.906,0.056,16
CUS105731,41000,0.825,0.095,29
CUS105732,257300,1.0,0.152,17
CUS105733,70700,0.803,0.051,11
CUS105734,47200,0.837,0.22,25
CUS105735,74800,0.993,0.168,25
CUS105736,78300,0.96,0.131,16
CUS105737,73500,0.859,0.277,18
CUS105738,49200,1.0,0.269,22
CUS105739,53100,0.901,0.209,15
CUS105740,135700,0.946,0.042,11
CUS105741,48300,0.901,0.11,22
CUS105742,35900,0.957,0.212,22
CUS105743,74000,0.948,0.139,19
CUS105744,35100,0.893,0.039,29
CUS105745,62200,0.862,0.169,18
CUS105746,52300,0.845,0.06,12
CUS105747,48700,0.891,0.109,19
CUS105748,84300,0.888,0.17,18
CUS105749,101100,0.92,0.005,19
CUS105750,54500,1.0,0.051,17
CUS105751,89400,0.866,0.251,22
CUS105752,61100,0.896,0.05,28
CUS105753,101500,0.91,0.185,25
CUS105754,46000,0.944,0.282,19
CUS105755,88400,0.94,0.417,26
CUS105756,87800,0.938,0.194,23
CUS105757,237000,1.0,0.087,22
CUS105758,39400,0.964,0.248,12
CUS105759,263400,0.854,0.073,17
CUS105760,128200,0.911,0.074,11
CUS105761,187200,0.979,0.058,16
CUS105762,124300,0.81,0.355,13
CUS105763,62400,0.827,0.266,10
CUS105764,115300,0.911,0.139,18
CUS105765,64200,0.998,0.037,24
CUS105766,87400,0.82,0.015,22
CUS105767,51500,0.848,0.278,17
CUS105768,63300,0.974,0.046,23
CUS105769,137900,0.849,0.116,22
CUS105770,102700,0.873,0.245,26
CUS105771,139700,0.915,0.123,20
CUS105772,45200,0.901,0.13,14
CUS105773,34600,0.939,0.23,23
CUS105774,137100,0.948,0.044,18
CUS105775,148000,0.993,0.124,11
CUS105776,93700,0.848,0.136,24
CUS105777,106400,0.933,0.036,25
CUS105778,110100,0.974,0.293,10
CUS105779,105200,0.964,0.128,15
CUS105780,125400,0.681,0.236,15
CUS105781,132300,0.867,0.091,15
CUS105782,71200,0.919,0.087,11
CUS105783,69400,0.876,0.017,21
CUS105784,101200,0.945,0.031,14
CUS105785,258400,0.927,0.017,12
CUS105786,61200,0.795,0.066,14
CUS105787,60500,0.969,0.116,13
CUS105788,43200,0.869,0.202,25
CUS105789,106500,0.812,0.082,18
CUS105790,68100,0.902,0.088,18
CUS105791,48900,0.986,0.113,17
CUS105792,84400,0.934,0.162,13
CUS105793,149500,0.842,0.122,25
CUS105794,70400,0.996,0.196,14
CUS105795,68300,0.879,0.053,11
CUS105796,158200,0.876,0.049,13
CUS105797,92300,1.0,0.058,18
CUS105798,46700,1.0,0.111,20
CUS105799,127900,0.885,0.173,19
CUS105800,121100,0.847,0.155,12
CUS105801,77600,0.98,0.043,19
CUS105802,85300,0.904,0.107,16
CUS105803,49000,0.943,0.036,17
CUS105804,56600,0.953,0.207,19
CUS105805,76600,0.855,0.06,15
CUS105806,101400,0.896,0.054,15
CUS105807,69300,0.853,0.151,13
CUS105808,75400,0.905,0.037,10
CUS105809,79100,0.948,0.112,19
CUS105810,55500,0.855,0.154,23
CUS105811,84700,0.903,0.121,16
CUS105812,153700,0.985,0.149,16
CUS105813,70100,1.0,0.093,25
CUS105814,60500,0.775,0.527,21
CUS105815,216600,0.9,0.154,12
CUS105816,101400,1.0,0.051,19
CUS105817,54900,0.952,0.079,24
CUS105818,97300,0.851,0.2,17
CUS105819,96300,0.998,0.284,10
CUS105820,76700,0.912,0.111,22
CUS105821,79700,0.898,0.143,19
CUS105822,80800,1.0,0.421,17
CUS105823,139000,0.966,0.109,19
CUS105824,127600,0.93,0.026,27
CUS105825,30000,0.768,0.04,18
CUS105826,200600,1.0,0.03,19
CUS105827,70700,0.947,0.034,18
CUS105828,203200,0.882,0.082,24
CUS105829,131900,0.872,0.106,15
CUS105830,85800,0.899,0.14,21
CUS105831,86300,0.991,0.513,19
CUS105832,318500,0.922,0.117,26
CUS105833,74900,0.924,0.248,21
CUS105834,67900,0.919,0.053,23
CUS105835,63000,0.787,0.093,23
CUS105836,77400,0.955,0.011,13
CUS105837,81000,0.899,0.177,23
CUS105838,118000,0.847,0.129,8
CUS105839,122100,0.864,0.079,12
CUS105840,122100,0.967,0.171,12
CUS105841,76800,0.91,0.024,19
CUS105842,114700,0.949,0.333,18
CUS105843,132000,0.989,0.034,18
CUS105844,89100,0.979,0.192,24
CUS105845,105300,0.917,0.32,22
CUS105846,138300,0.893,0.13,15
CUS105847,101600,0.991,0.078,23
CUS105848,105100,1.0,0.113,21
CUS105849,162000,1.0,0.136,23
CUS105850,83300,1.0,0.22,21
CUS105851,52500,0.857,0.091,18
CUS105852,35100,0.91,0.108,19
CUS105853,91400,0.893,0.149,16
CUS105854,77300,0.972,0.209,18
CUS105855,150200,0.893,0.116,18
CUS105856,180900,0.961,0.013,18
CUS105857,60300,1.0,0.029,20
CUS105858,56100,0.957,0.12,17
CUS105859,76600,0.902,0.007,15
CUS105860,58700,0.866,0.105,21
CUS105861,78000,0.907,0.148,22
CUS105862,72900,0.883,0.105,8
CUS105863,59700,1.0,0.292,23
CUS105864,125300,0.87,0.056,18
CUS105865,100100,1.0,0.204,16
CUS105866,172800,0.818,0.05,29
CUS105867,99700,1.0,0.042,17
CUS105868,163000,0.94,0.126,21
CUS105869,62500,0.934,0.163,14
CUS105870,67000,1.0,0.105,16
CUS105871,224600,0.95,0.135,25
CUS105872,70500,0.912,0.251,12
CUS105873,51800,1.0,0.092,10
CUS105874,55100,0.88,0.197,22
CUS105875,205200,1.0,0.349,21
CUS105876,84900,0.886,0.064,24
CUS105877,103800,1.0,0.075,22
CUS105878,101300,0.985,0.021,19
CUS105879,66900,0.907,0.097,23
CUS105880,79600,0.891,0.013,10
CUS105881,135500,0.961,0.056,21
CUS105882,52800,1.0,0.188,17
CUS105883,120500,1.0,0.061,23
CUS105884,182400,0.892,0.099,17
CUS105885,92700,1.0,0.175,18
CUS105886,137000,0.943,0.073,16
CUS105887,49900,0.849,0.205,25
CUS105888,43600,0.866,0.039,22
CUS105889,91600,0.958,0.07,15
CUS105890,66900,0.933,0.08,16
CUS105891,135300,0.849,0.047,11
CUS105892,85000,0.999,0.144,18
CUS105893,90300,0.954,0.218,13
CUS105894,85900,0.854,0.149,18
CUS105895,92400,1.0,0.047,15
CUS105896,73800,1.0,0.066,17
CUS105897,52200,0.936,0.156,16
CUS105898,81100,0.961,0.156,17
CUS105899,170800,0.884,0.108,24
CUS105900,61000,0.94,0.283,24
CUS105901,65300,0.826,0.12,15
CUS105902,98800,1.0,0.001,23
CUS105903,50900,0.745,0.243,22
CUS105904,136800,0.845,0.174,18
CUS105905,59200,0.928,0.14,18
CUS105906,72000,0.977,0.242,16
CUS105907,314000,0.758,0.026,16
CUS105908,52100,0.88,0.124,10
CUS105909,152700,1.0,0.022,17
CUS105910,90700,1.0,0.15,11
CUS105911,98200,1.0,0.041,22
CUS105912,55700,0.947,0.232,12
CUS105913,128600,0.837,0.194,18
CUS105914,71700,0.87,0.172,11
CUS105915,50600,0.973,0.091,25
CUS105916,159700,0.903,0.104,25
CUS105917,79100,0.828,0.079,19
CUS105918,37800,0.894,0.162,22
CUS105919,80500,0.865,0.116,17
CUS105920,117100,0.998,0.011,25
CUS105921,110100,0.855,0.077,24
CUS105922,70800,0.968,0.042,13
CUS105923,52300,0.895,0.248,11
CUS105924,48700,0.975,0.078,19
CUS105925,89400,0.807,0.19,16
CUS105926,90900,1.0,0.125,18
CUS105927,117800,0.99,0.078,21
CUS105928,83500,0.723,0.207,29
CUS105929,80500,1.0,0.035,19
CUS105930,72200,0.925,0.283,18
CUS105931,101400,0.795,0.01,19
CUS105932,78900,0.893,0.314,9
CUS105933,137300,0.92,0.091,19
CUS105934,103500,1.0,0.043,27
CUS105935,94600,1.0,0.051,21
CUS105936,90700,0.904,0.224,22
CUS105937,53000,0.784,0.145,14
CUS105938,95200,0.936,0.112,24
CUS105939,65300,0.961,0.164,20
CUS105940,113200,0.984,0.254,17
CUS105941,84300,0.845,0.034,15
CUS105942,165400,0.801,0.109,22
CUS105943,49100,0.909,0.078,27
CUS105944,30800,0.809,0.127,12
CUS105945,98800,0.933,0.137,19
CUS105946,55200,0.828,0.025,15
CUS105947,98000,0.831,0.066,29
CUS105948,45600,0.997,0.067,18
CUS105949,222600,0.694,0.135,15
CUS105950,68400,1.0,0.202,20
CUS105951,61300,0.749,0.213,22
CUS105952,200700,0.892,0.089,18
CUS105953,147700,0.891,0.104,20
CUS105954,170000,0.96,0.19,19
CUS105955,76000,0.923,0.097,14
CUS105956,91100,0.882,0.052,21
CUS105957,63900,0.984,0.351,18
CUS105958,56600,1.0,0.06,24
CUS105959,109100,0.972,0.041,18
CUS105960,78200,1.0,0.041,12
CUS105961,247900,0.928,0.145,18
CUS105962,100300,0.968,0.09,19
CUS105963,172000,0.84,0.203,13
CUS105964,28800,0.903,0.081,17
CUS105965,244500,1.0,0.13,26
CUS105966,28400,0.776,0.125,21
CUS105967,48900,0.965,0.036,21
CUS105968,40900,0.92,0.138,17
CUS105969,89400,1.0,0.118,17
CUS105970,87600,0.929,0.134,23
CUS105971,118800,0.867,0.12,16
CUS105972,84700,1.0,0.144,11
CUS105973,132200,1.0,0.099,14
CUS105974,56900,0.98,0.087,20
CUS105975,158900,0.917,0.244,18
CUS105976,80400,0.894,0.189,19
CUS105977,255900,0.925,0.031,18
CUS105978,139800,0.884,0.29,23
CUS105979,82700,1.0,0.042,16
CUS105980,82400,0.911,0.279,24
CUS105981,52200,0.714,0.171,19
CUS105982,103600,0.957,0.046,12
CUS105983,75100,0.956,0.322,27
CUS105984,103200,0.974,0.071,20
CUS105985,47400,0.921,0.234,26
CUS105986,75200,0.982,0.089,11
CUS105987,48300,0.997,0.109,15
CUS105988,56000,0.996,0.156,17
CUS105989,128700,0.895,0.051,16
CUS105990,154900,1.0,0.079,11
CUS105991,26900,1.0,0.385,24
CUS105992,181900,1.0,0.224,17
CUS105993,168900,1.0,0.09,16
CUS105994,50900,0.909,0.16,16
CUS105995,131800,0.886,0.102,20
CUS105996,78800,0.729,0.152,20
CUS105997,78700,0.9,0.074,17
CUS105998,105600,0.818,0.023,16
CUS105999,99100,1.0,0.209,17
CUS106000,60600,0.952,0.061,17
CUS106001,61900,0.936,0.144,18
CUS106002,67100,0.928,0.265,18
CUS106003,137400,0.791,0.251,14
CUS106004,39800,0.84,0.187,18
CUS106005,69200,0.993,0.008,15
CUS106006,182400,1.0,0.109,19
CUS106007,118500,0.791,0.175,16
CUS106008,139400,0.891,0.204,16
CUS106009,73100,0.854,0.039,19
CUS106010,55900,0.933,0.065,21
CUS106011,91700,0.925,0.122,18
CUS106012,63000,1.0,0.06,23
CUS106013,241000,0.824,0.159,16
CUS106014,80200,0.929,0.013,13
CUS106015,133700,0.96,0.305,14
CUS106016,160000,0.855,0.419,15
CUS106017,58400,0.99,0.338,21
CUS106018,33100,0.996,0.122,19
CUS106019,123800,1.0,0.124,11
CUS106020,120600,1.0,0.069,18
CUS106021,68700,0.987,0.052,13
CUS106022,51500,0.825,0.044,18
CUS106023,104100,0.933,0.196,22
CUS106024,84600,0.787,0.043,18
CUS106025,105300,0.887,0.076,20
CUS106026,55400,0.937,0.039,15
CUS106027,107900,1.0,0.214,13
CUS106028,137900,1.0,0.104,25
CUS106029,42100,0.888,0.266,21
CUS106030,160500,0.947,0.119,24
CUS106031,99100,0.917,0.21,13
CUS106032,120700,0.946,0.168,15
CUS106033,49500,0.752,0.035,20
CUS106034,113300,0.908,0.216,15
CUS106035,36900,1.0,0.042,17
CUS106036,63200,0.957,0.082,19
CUS106037,98600,0.892,0.345,18
CUS106038,82300,0.956,0.6,12
CUS106039,73200,0.861,0.098,26
CUS106040,218200,0.934,0.227,25
CUS106041,83900,0.966,0.009,20
CUS106042,131800,0.878,0.024,22
CUS106043,77800,0.834,0.072,17
CUS106044,81700,0.82,0.34,15
CUS106045,56700,0.928,0.055,20
CUS106046,95700,1.0,0.192,22
CUS106047,223300,0.873,0.282,23
CUS106048,91000,0.924,0.191,20
CUS106049,74700,0.884,0.201,25
CUS106050,161700,0.884,0.069,21
CUS106051,143000,0.832,0.051,19
CUS106052,104300,0.837,0.058,25
CUS106053,85100,0.93,0.034,26
CUS106054,127500,0.896,0.221,19
CUS106055,88100,0.91,0.267,23
CUS106056,123900,0.97,0.251,18
CUS106057,57800,0.958,0.052,15
CUS106058,67100,0.836,0.425,19
CUS106059,89500,0.858,0.135,15
CUS106060,52600,0.907,0.02,23
CUS106061,68900,0.74,0.209,15
CUS106062,53000,1.0,0.195,21
CUS106063,41000,0.99,0.006,20
CUS106064,238700,1.0,0.222,18
CUS106065,72600,0.895,0.249,20
CUS106066,65600,1.0,0.078,24
CUS106067,72300,0.961,0.029,23
CUS106068,57400,1.0,0.038,23
CUS106069,72000,0.959,0.217,12
CUS106070,200900,0.956,0.016,22
CUS106071,112300,0.891,0.071,18
CUS106072,147100,0.943,0.181,22
CUS106073,191500,0.813,0.034,13
CUS106074,97400,0.876,0.076,27
CUS106075,76500,0.784,0.132,24
CUS106076,45600,1.0,0.054,19
CUS106077,74400,0.875,0.122,20
CUS106078,75100,0.843,0.185,28
CUS106079,60800,0.95,0.035,22
CUS106080,198900,0.816,0.153,20
CUS106081,123600,0.824,0.181,14
CUS106082,121700,1.0,0.098,11
CUS106083,84900,0.939,0.096,18
CUS106084,61500,0.843,0.024,16
CUS106085,160800,0.984,0.272,17
CUS106086,102300,0.909,0.456,14
CUS106087,113100,0.815,0.301,16
CUS106088,128600,0.97,0.228,14
CUS106089,108000,0.807,0.102,16
CUS106090,205400,0.813,0.051,15
CUS106091,63600,0.905,0.211,25
CUS106092,82500,0.819,0.159,15
CUS106093,162000,0.878,0.102,17
CUS106094,94300,0.905,0.015,16
CUS106095,81800,0.902,0.145,19
CUS106096,79300,0.895,0.062,18
CUS106097,111700,1.0,0.005,16
CUS106098,73400,1.0,0.247,14
CUS106099,71000,0.905,0.322,13
CUS106100,115600,0.956,0.189,17
CUS106101,98900,0.816,0.073,23
CUS106102,56300,0.937,0.096,19
CUS106103,92500,0.913,0.065,16
CUS106104,154800,0.834,0.053,12
CUS106105,134100,0.849,0.053,21
CUS106106,182700,0.995,0.057,27
CUS106107,70100,0.832,0.008,25
CUS106108,144300,0.901,0.078,13
CUS106109,57500,0.897,0.056,18
CUS106110,58100,0.951,0.241,21
CUS106111,66900,0.938,0.295,19
CUS106112,80500,0.845,0.163,14
CUS106113,133700,0.946,0.269,18
CUS106114,98400,0.94,0.207,16
CUS106115,74100,0.965,0.2,26
CUS106116,57100,0.994,0.285,20
CUS106117,118200,1.0,0.188,24
CUS106118,140600,0.994,0.099,17
CUS106119,96000,0.755,0.05,18
CUS106120,57900,0.913,0.204,20
CUS106121,124700,1.0,0.062,17
CUS106122,153400,0.984,0.094,25
CUS106123,181300,0.956,0.256,19
CUS106124,65500,0.879,0.251,15
CUS106125,108900,0.709,0.021,18
CUS106126,69900,0.903,0.367,22
CUS106127,58900,0.937,0.317,16
CUS106128,167600,1.0,0.194,20
CUS106129,132100,1.0,0.032,19
CUS106130,152900,0.886,0.061,15
CUS106131,52500,0.983,0.042,15
CUS106132,97200,1.0,0.163,11
CUS106133,112900,0.878,0.156,12
CUS106134,66500,0.904,0.06,17
CUS106135,177300,1.0,0.039,18
CUS106136,88700,0.91,0.127,22
CUS106137,105400,0.994,0.112,23
CUS106138,64400,1.0,0.109,12
CUS106139,50000,0.915,0.043,20
CUS106140,137000,0.924,0.103,11
CUS106141,102200,0.688,0.056,14
CUS106142,105700,0.978,0.416,16
CUS106143,77600,0.904,0.273,21
CUS106144,107600,1.0,0.013,21
CUS106145,166300,0.982,0.086,17
CUS106146,60400,0.98,0.027,23
CUS106147,105300,0.956,0.007,22
CUS106148,92400,0.802,0.149,18
CUS106149,73600,0.955,0.088,26
CUS106150,39100,0.884,0.141,21
CUS106151,85400,0.961,0.035,24
CUS106152,117000,0.887,0.101,14
CUS106153,96200,0.876,0.125,16
CUS106154,47000,0.916,0.513,18
CUS106155,132600,0.893,0.151,22
CUS106156,186500,0.757,0.075,24
CUS106157,82400,1.0,0.315,13
CUS106158,227600,0.979,0.186,17
CUS106159,57400,0.922,0.008,21
CUS106160,46400,0.909,0.085,9
CUS106161,50400,0.891,0.103,15
CUS106162,109400,0.955,0.052,19
CUS106163,36700,0.976,0.113,16
CUS106164,70700,0.915,0.05,12
CUS106165,321900,0.891,0.355,19
CUS106166,43800,0.869,0.064,21
CUS106167,62300,0.746,0.045,16
CUS106168,50700,1.0,0.441,17
CUS106169,73200,0.923,0.256,26
CUS106170,76100,0.925,0.253,16
CUS106171,63900,0.954,0.131,17
CUS106172,78400,0.812,0.182,21
CUS106173,108900,0.853,0.094,19
CUS106174,172100,1.0,0.014,15
CUS106175,73000,0.965,0.001,18
CUS106176,84000,0.981,0.063,21
CUS106177,113600,0.839,0.144,16
CUS106178,46300,0.93,0.477,20
CUS106179,93400,0.962,0.13,13
CUS106180,63000,0.894,0.207,22
CUS106181,133400,1.0,0.007,15
CUS106182,185900,0.891,0.085,18
CUS106183,59000,0.989,0.037,13
CUS106184,132500,0.918,0.096,16
CUS106185,46200,0.994,0.149,15
CUS106186,102800,0.942,0.144,18
CUS106187,111400,1.0,0.02,16
CUS106188,45400,0.978,0.15,11
CUS106189,65800,0.993,0.035,16
CUS106190,68300,0.952,0.047,9
CUS106191,45300,0.828,0.008,14
CUS106192,29700,0.901,0.266,22
CUS106193,85200,0.824,0.057,20
CUS106194,95000,1.0,0.108,25
CUS106195,70500,1.0,0.282,19
CUS106196,119100,0.862,0.032,13
CUS106197,39500,1.0,0.029,21
CUS106198,83100,0.955,0.041,19
CUS106199,259100,1.0,0.097,18
CUS106200,131000,0.946,0.054,16
CUS106201,110900,0.783,0.119,17
CUS106202,54500,0.909,0.093,19
CUS106203,76800,0.883,0.052,19
CUS106204,25800,0.897,0.121,19
CUS106205,115200,0.892,0.018,19
CUS106206,168000,0.865,0.184,18
CUS106207,50000,1.0,0.204,18
CUS106208,46300,0.996,0.145,18
CUS106209,80000,1.0,0.063,25
CUS106210,94200,0.822,0.167,18
CUS106211,61400,0.8,0.189,25
CUS106212,67800,0.829,0.151,17
CUS106213,64700,0.918,0.17,23
CUS106214,87000,1.0,0.195,13
CUS106215,111800,0.853,0.217,25
CUS106216,95900,1.0,0.24,20
CUS106217,78000,0.862,0.131,15
CUS106218,41000,1.0,0.11,15
CUS106219,135300,0.734,0.302,21
CUS106220,90000,0.994,0.067,18
CUS106221,81500,1.0,0.129,17
CUS106222,99600,0.856,0.092,22
CUS106223,46300,1.0,0.098,19
CUS106224,77200,0.914,0.083,26
CUS106225,83900,0.835,0.273,14
CUS106226,65900,0.955,0.22,21
CUS106227,39200,0.77,0.209,13
CUS106228,40000,0.856,0.028,20
CUS106229,115300,0.916,0.093,13
CUS106230,87800,0.85,0.105,20
CUS106231,79200,0.88,0.091,18
CUS106232,44000,0.89,0.217,21
CUS106233,91400,0.858,0.174,12
CUS106234,65100,0.893,0.245,17
CUS106235,72500,0.974,0.075,19
CUS106236,84700,0.967,0.079,20
CUS106237,99600,1.0,0.089,19
CUS106238,170100,0.979,0.07,17
CUS106239,107200,0.894,0.274,26
CUS106240,116600,0.809,0.017,16
CUS106241,150300,0.847,0.219,21
CUS106242,48600,1.0,0.155,10
CUS106243,81400,0.907,0.056,20
CUS106244,53600,0.866,0.374,19
CUS106245,69200,0.924,0.168,19
CUS106246,72800,1.0,0.364,21
CUS106247,64700,0.851,0.018,21
CUS106248,107000,0.833,0.405,20
CUS106249,109700,1.0,0.193,15
CUS106250,44100,1.0,0.037,21
CUS106251,69300,0.683,0.144,16
CUS106252,75800,0.991,0.319,21
CUS106253,41000,0.811,0.089,21
CUS106254,59300,0.935,0.237,17
CUS106255,133700,0.865,0.058,20
CUS106256,129400,0.971,0.067,18
CUS106257,41700,0.967,0.3,20
CUS106258,109100,0.881,0.375,12
CUS106259,43800,0.897,0.178,18
CUS106260,68000,0.98,0.226,16
CUS106261,79800,0.935,0.023,14
CUS106262,114900,0.958,0.398,22
CUS106263,89600,0.992,0.042,18
CUS106264,59200,0.942,0.06,15
CUS106265,52500,0.904,0.14,23
CUS106266,90100,0.904,0.06,24
CUS106267,65400,0.984,0.138,13
CUS106268,65900,0.96,0.06,13
CUS106269,126100,0.907,0.097,17
CUS106270,113100,0.941,0.226,14
CUS106271,186900,0.824,0.228,14
CUS106272,54000,0.99,0.104,11
CUS106273,62600,0.981,0.217,18
CUS106274,88300,0.828,0.052,20
CUS106275,217900,1.0,0.082,25
CUS106276,64700,1.0,0.434,19
CUS106277,88900,0.889,0.088,18
CUS106278,154800,1.0,0.172,18
CUS106279,95700,0.844,0.216,14
CUS106280,130300,0.955,0.201,16
CUS106281,221500,1.0,0.26,14
CUS106282,82900,0.886,0.277,25
CUS106283,119900,0.908,0.008,10
CUS106284,104600,1.0,0.212,25
CUS106285,55400,0.89,0.094,15
CUS106286,41400,1.0,0.128,14
CUS106287,101200,0.856,0.021,13
CUS106288,65500,0.983,0.004,18
CUS106289,138700,1.0,0.166,13
CUS106290,98400,0.917,0.16,17
CUS106291,135700,0.97,0.105,19
CUS106292,47500,0.776,0.435,21
CUS106293,152000,0.945,0.103,21
CUS106294,33000,1.0,0.202,19
CUS106295,50200,0.942,0.026,17
CUS106296,117000,1.0,0.119,15
CUS106297,70700,1.0,0.041,16
CUS106298,73900,0.964,0.076,18
CUS106299,75400,0.993,0.121,19
CUS106300,160200,0.862,0.055,21
CUS106301,34200,0.962,0.114,17
CUS106302,147200,0.944,0.04,16
CUS106303,135500,1.0,0.263,14
CUS106304,63100,0.958,0.197,26
CUS106305,55800,0.929,0.242,16
CUS106306,81000,0.847,0.165,19
CUS106307,61100,1.0,0.036,16
CUS106308,89500,0.897,0.102,11
CUS106309,112900,0.945,0.244,17
CUS106310,37700,0.917,0.251,14
CUS106311,56600,0.917,0.269,20
CUS106312,50300,0.947,0.08,20
CUS106313,85800,1.0,0.007,18
CUS106314,133000,0.934,0.366,15
CUS106315,50900,0.839,0.177,10
CUS106316,132800,0.798,0.044,16
CUS106317,56600,1.0,0.302,14
CUS106318,113500,0.961,0.156,11
CUS106319,76800,0.934,0.106,26
CUS106320,70800,0.791,0.011,10
CUS106321,141900,1.0,0.089,20
CUS106322,191000,0.917,0.032,17
CUS106323,37700,0.86,0.364,23
CUS106324,117500,1.0,0.029,18
CUS106325,82300,1.0,0.034,12
CUS106326,117100,0.874,0.068,18
CUS106327,44900,0.953,0.096,24
CUS106328,55400,0.789,0.098,21
CUS106329,70100,0.778,0.416,27
CUS106330,91200,0.712,0.075,25
CUS106331,66200,0.886,0.037,17
CUS106332,64800,0.816,0.062,16
CUS106333,137800,0.952,0.133,26
CUS106334,236500,0.819,0.037,17
CUS106335,120200,0.727,0.126,12
CUS106336,123900,0.971,0.26,12
CUS106337,81600,0.851,0.16,20
CUS106338,54700,0.975,0.498,13
CUS106339,79100,0.981,0.093,23
CUS106340,76900,0.91,0.175,13
CUS106341,55400,0.928,0.044,14
CUS106342,119200,0.893,0.109,17
CUS106343,172700,0.986,0.346,15
CUS106344,85700,0.811,0.149,13
CUS106345,142600,0.931,0.168,15
CUS106346,154700,1.0,0.183,10
CUS106347,53200,0.878,0.229,18
CUS106348,38200,0.842,0.139,18
CUS106349,68500,0.921,0.017,14
CUS106350,97800,0.926,0.03,17
CUS106351,55800,0.863,0.082,27
CUS106352,170600,1.0,0.036,23
CUS106353,206400,0.987,0.11,17
CUS106354,101100,0.936,0.093,10
CUS106355,57400,0.664,0.025,18
CUS106356,101400,0.852,0.135,22
CUS106357,51900,0.81,0.02,17
CUS106358,119700,0.991,0.095,17
CUS106359,90100,0.899,0.164,18
CUS106360,114600,0.777,0.05,15
CUS106361,140100,0.9,0.211,11
CUS106362,125200,0.995,0.024,24
CUS106363,195600,1.0,0.16,13
CUS106364,98600,0.979,0.1,16
CUS106365,66800,0.875,0.109,17
CUS106366,27700,0.79,0.116,26
CUS106367,32400,0.93,0.016,21
CUS106368,110200,0.856,0.041,12
CUS106369,84500,0.84,0.41,14
CUS106370,58600,0.887,0.136,15
CUS106371,52900,0.936,0.17,19
CUS106372,99100,0.824,0.122,24
CUS106373,51800,0.744,0.059,24
CUS106374,202400,0.8,0.058,23
CUS106375,224800,0.951,0.055,11
CUS106376,59800,0.941,0.239,23
CUS106377,107800,0.977,0.201,23
