application_id,customer_id,requested_amount,tenure_months,purpose,submitted_at,channel
APP205442,CUS105442,613000,24,EDUCATION,2026-04-21 23:10:00,MOBILE
APP205443,CUS105443,236000,60,TRAVEL,2026-07-15 04:55:00,MOBILE
APP205444,CUS105444,598000,36,EDUCATION,2026-08-30 03:15:00,MOBILE
APP205445,CUS105445,472000,36,MEDICAL,2026-02-13 22:46:00,MOBILE
APP205446,CUS105446,220000,24,EDUCATION,2026-08-19 02:27:00,WEB
APP205447,CUS105447,552000,36,EDUCATION,2026-03-14 22:16:00,MOBILE
APP205448,CUS105448,396000,24,TRAVEL,2026-10-25 11:43:00,WEB
APP205449,CUS105449,334000,24,HOME_RENOVATION,2026-05-15 07:32:00,WEB
APP205450,CUS105450,427000,48,HOME_RENOVATION,2026-01-28 17:28:00,MOBILE
APP205451,CUS105451,671000,36,TRAVEL,2026-10-27 08:55:00,WEB
APP205452,CUS105452,324000,24,TRAVEL,2026-08-12 07:33:00,MOBILE
APP205453,CUS105453,447000,36,EDUCATION,2026-09-12 16:01:00,MOBILE
APP205454,CUS105454,538000,18,TRAVEL,2026-09-23 22:43:00,MOBILE
APP205455,CUS105455,602000,24,EDUCATION,2026-07-31 14:42:00,MOBILE
APP205456,CUS105456,717000,36,DEBT_CONSOLIDATION,2026-05-21 19:32:00,WEB
APP205457,CUS105457,488000,24,EDUCATION,2026-09-17 17:04:00,MOBILE
APP205458,CUS105458,580000,12,TRAVEL,2026-12-25 14:47:00,WEB
APP205459,CUS105459,326000,48,OTHER,2026-06-29 18:23:00,MOBILE
APP205460,CUS105460,305000,36,HOME_RENOVATION,2026-05-29 21:26:00,WEB
APP205461,CUS105461,517000,36,MEDICAL,2026-09-29 11:19:00,MOBILE
APP205462,CUS105462,232000,36,MEDICAL,2026-06-12 06:33:00,MOBILE
APP205463,CUS105463,170000,36,OTHER,2026-11-15 07:14:00,MOBILE
APP205464,CUS105464,369000,12,HOME_RENOVATION,2026-10-21 08:42:00,MOBILE
APP205465,CUS105465,1251000,48,MEDICAL,2026-11-10 16:26:00,MOBILE
APP205466,CUS105466,789000,24,OTHER,2026-12-08 21:04:00,MOBILE
APP205467,CUS105467,528000,36,DEBT_CONSOLIDATION,2026-07-26 19:17:00,MOBILE
APP205468,CUS105468,239000,36,TRAVEL,2026-10-18 10:07:00,WEB
APP205469,CUS105469,390000,36,DEBT_CONSOLIDATION,2026-06-22 06:48:00,WEB
APP205470,CUS105470,565000,60,MEDICAL,2026-08-11 21:34:00,MOBILE
APP205471,CUS105471,749000,36,DEBT_CONSOLIDATION,2026-10-15 04:32:00,MOBILE
APP205472,CUS105472,206000,36,TRAVEL,2026-01-10 02:43:00,MOBILE
APP205473,CUS105473,1259000,18,HOME_RENOVATION,2026-07-21 23:32:00,WEB
APP205474,CUS105474,301000,36,HOME_RENOVATION,2026-08-18 21:11:00,MOBILE
APP205475,CUS105475,542000,12,HOME_RENOVATION,2026-06-25 17:17:00,MOBILE
APP205476,CUS105476,221000,36,TRAVEL,2026-04-27 08:15:00,WEB
APP205477,CUS105477,316000,36,MEDICAL,2026-10-02 09:11:00,WEB
APP205478,CUS105478,407000,12,TRAVEL,2026-12-21 08:43:00,MOBILE
APP205479,CUS105479,393000,36,MEDICAL,2026-06-07 13:31:00,WEB
APP205480,CUS105480,328000,36,TRAVEL,2026-08-10 05:40:00,MOBILE
APP205481,CUS105481,705000,12,MEDICAL,2026-06-03 16:22:00,WEB
APP205482,CUS105482,1087000,36,DEBT_CONSOLIDATION,2026-03-02 07:29:00,WEB
APP205483,CUS105483,311000,18,TRAVEL,2026-02-11 07:45:00,MOBILE
APP205484,CUS105484,249000,48,OTHER,2026-07-16 19:27:00,MOBILE
APP205485,CUS105485,692000,36,TRAVEL,2026-08-21 01:48:00,MOBILE
APP205486,CUS105486,309000,36,MEDICAL,2026-12-08 13:20:00,WEB
APP205487,CUS105487,658000,36,MEDICAL,2026-07-17 06:04:00,WEB
APP205488,CUS105488,452000,36,DEBT_CONSOLIDATION,2026-06-15 13:52:00,MOBILE
APP205489,CUS105489,1145000,24,EDUCATION,2026-03-20 18:34:00,MOBILE
APP205490,CUS105490,607000,48,MEDICAL,2026-01-21 05:09:00,MOBILE
APP205491,CUS105491,610000,12,HOME_RENOVATION,2026-06-18 05:06:00,MOBILE
APP205492,CUS105492,769000,36,HOME_RENOVATION,2026-05-19 06:36:00,MOBILE
APP205493,CUS105493,336000,24,OTHER,2026-01-15 07:56:00,MOBILE
APP205494,CUS105494,236000,48,DEBT_CONSOLIDATION,2026-07-16 10:40:00,MOBILE
APP205495,CUS105495,671000,36,DEBT_CONSOLIDATION,2026-08-16 06:51:00,WEB
APP205496,CUS105496,593000,18,EDUCATION,2026-10-01 07:53:00,MOBILE
APP205497,CUS105497,147000,36,OTHER,2026-06-15 07:05:00,MOBILE
APP205498,CUS105498,202000,36,OTHER,2026-12-01 05:40:00,MOBILE
APP205499,CUS105499,259000,60,HOME_RENOVATION,2026-09-06 12:36:00,MOBILE
APP205500,CUS105500,126000,36,MEDICAL,2026-12-31 02:51:00,MOBILE
APP205501,CUS105501,484000,48,MEDICAL,2026-11-02 16:59:00,MOBILE
APP205502,CUS105502,346000,48,OTHER,2026-08-17 12:20:00,WEB
APP205503,CUS105503,381000,36,MEDICAL,2026-05-29 21:52:00,MOBILE
APP205504,CUS105504,1014000,36,HOME_RENOVATION,2026-12-29 00:36:00,MOBILE
APP205505,CUS105505,867000,24,MEDICAL,2026-03-24 21:03:00,WEB
APP205506,CUS105506,589000,48,HOME_RENOVATION,2026-07-05 08:55:00,MOBILE
APP205507,CUS105507,718000,36,TRAVEL,2026-06-08 22:17:00,MOBILE
APP205508,CUS105508,521000,36,EDUCATION,2026-12-04 20:07:00,MOBILE
APP205509,CUS105509,223000,48,TRAVEL,2026-06-19 11:33:00,WEB
APP205510,CUS105510,358000,24,DEBT_CONSOLIDATION,2026-09-29 22:14:00,MOBILE
APP205511,CUS105511,197000,12,OTHER,2026-08-18 09:26:00,WEB
APP205512,CUS105512,271000,48,EDUCATION,2026-08-09 08:12:00,WEB
APP205513,CUS105513,337000,12,DEBT_CONSOLIDATION,2026-01-12 22:02:00,WEB
APP205514,CUS105514,866000,24,TRAVEL,2026-10-07 14:46:00,MOBILE
APP205515,CUS105515,823000,18,TRAVEL,2026-08-04 07:42:00,MOBILE
APP205516,CUS105516,1455000,12,HOME_RENOVATION,2026-09-16 22:02:00,MOBILE
APP205517,CUS105517,199000,48,EDUCATION,2026-04-02 20:00:00,MOBILE
APP205518,CUS105518,169000,36,DEBT_CONSOLIDATION,2026-04-15 22:57:00,MOBILE
APP205519,CUS105519,413000,36,OTHER,2026-11-16 22:18:00,WEB
APP205520,CUS105520,452000,48,DEBT_CONSOLIDATION,2026-07-17 23:10:00,WEB
APP205521,CUS105521,519000,36,DEBT_CONSOLIDATION,2026-12-28 18:17:00,WEB
APP205522,CUS105522,408000,36,TRAVEL,2026-01-31 08:00:00,WEB
APP205523,CUS105523,400000,18,TRAVEL,2026-08-15 14:57:00,MOBILE
APP205524,CUS105524,364000,60,HOME_RENOVATION,2026-12-10 06:21:00,MOBILE
APP205525,CUS105525,239000,18,TRAVEL,2026-03-12 09:03:00,MOBILE
APP205526,CUS105526,709000,36,TRAVEL,2026-07-16 18:14:00,WEB
APP205527,CUS105527,282000,60,HOME_RENOVATION,2026-02-04 23:44:00,MOBILE
APP205528,CUS105528,541000,36,MEDICAL,2026-10-23 16:14:00,WEB
APP205529,CUS105529,449000,36,HOME_RENOVATION,2026-03-09 16:00:00,WEB
APP205530,CUS105530,100000,36,MEDICAL,2026-03-21 23:59:00,WEB
APP205531,CUS105531,563000,60,HOME_RENOVATION,2026-07-04 06:04:00,WEB
APP205532,CUS105532,277000,36,OTHER,2026-08-13 14:14:00,WEB
APP205533,CUS105533,216000,36,HOME_RENOVATION,2026-11-23 15:30:00,WEB
APP205534,CUS105534,533000,18,MEDICAL,2026-04-09 06:44:00,MOBILE
APP205535,CUS105535,498000,36,DEBT_CONSOLIDATION,2026-01-08 15:02:00,WEB
APP205536,CUS105536,235000,24,EDUCATION,2026-04-24 21:09:00,MOBILE
APP205537,CUS105537,417000,36,DEBT_CONSOLIDATION,2026-12-14 14:28:00,MOBILE
APP205538,CUS105538,221000,36,TRAVEL,2026-08-28 12:15:00,WEB
APP205539,CUS105539,187000,36,HOME_RENOVATION,2026-06-16 05:47:00,MOBILE
APP205540,CUS105540,550000,18,DEBT_CONSOLIDATION,2026-03-31 07:46:00,MOBILE
APP205541,CUS105541,921000,24,HOME_RENOVATION,2026-08-18 15:16:00,MOBILE
APP205542,CUS105542,232000,60,DEBT_CONSOLIDATION,2026-06-15 07:37:00,MOBILE
APP205543,CUS105543,711000,24,OTHER,2026-02-24 15:55:00,MOBILE
APP205544,CUS105544,311000,24,OTHER,2026-04-14 05:07:00,MOBILE
APP205545,CUS105545,549000,36,HOME_RENOVATION,2026-06-12 13:39:00,MOBILE
APP205546,CUS105546,602000,60,MEDICAL,2026-11-11 01:25:00,MOBILE
APP205547,CUS105547,283000,24,EDUCATION,2026-04-03 08:43:00,WEB
APP205548,CUS105548,168000,36,HOME_RENOVATION,2026-07-07 07:15:00,MOBILE
APP205549,CUS105549,601000,36,DEBT_CONSOLIDATION,2026-10-08 18:52:00,WEB
APP205550,CUS105550,266000,18,TRAVEL,2026-03-10 02:51:00,MOBILE
APP205551,CUS105551,353000,36,OTHER,2026-02-23 23:36:00,MOBILE
APP205552,CUS105552,233000,18,MEDICAL,2026-10-11 14:29:00,WEB
APP205553,CUS105553,605000,36,OTHER,2026-07-26 03:19:00,WEB
APP205554,CUS105554,277000,60,TRAVEL,2026-04-24 23:29:00,MOBILE
APP205555,CUS105555,346000,24,OTHER,2026-02-13 14:04:00,MOBILE
APP205556,CUS105556,193000,48,HOME_RENOVATION,2026-08-21 09:19:00,WEB
APP205557,CUS105557,527000,36,DEBT_CONSOLIDATION,2026-03-14 19:26:00,WEB
APP205558,CUS105558,214000,36,MEDICAL,2026-08-30 00:56:00,MOBILE
APP205559,CUS105559,846000,60,DEBT_CONSOLIDATION,2026-01-19 16:13:00,MOBILE
APP205560,CUS105560,368000,36,OTHER,2026-11-20 10:34:00,WEB
APP205561,CUS105561,596000,24,DEBT_CONSOLIDATION,2026-04-12 09:00:00,MOBILE
APP205562,CUS105562,1522000,36,TRAVEL,2026-07-11 01:53:00,MOBILE
APP205563,CUS105563,376000,36,MEDICAL,2026-08-29 03:28:00,MOBILE
APP205564,CUS105564,240000,24,OTHER,2026-11-07 20:37:00,MOBILE
APP205565,CUS105565,343000,36,MEDICAL,2026-02-12 14:17:00,MOBILE
APP205566,CUS105566,182000,36,OTHER,2026-11-13 03:59:00,MOBILE
APP205567,CUS105567,264000,60,TRAVEL,2026-08-01 00:17:00,WEB
APP205568,CUS105568,653000,48,OTHER,2026-12-12 12:04:00,MOBILE
APP205569,CUS105569,489000,24,DEBT_CONSOLIDATION,2026-11-19 23:38:00,WEB
APP205570,CUS105570,799000,36,HOME_RENOVATION,2026-10-09 03:37:00,WEB
APP205571,CUS105571,499000,24,EDUCATION,2026-01-28 22:15:00,WEB
APP205572,CUS105572,546000,36,TRAVEL,2026-10-29 12:03:00,MOBILE
APP205573,CUS105573,345000,24,TRAVEL,2026-08-29 09:52:00,MOBILE
APP205574,CUS105574,371000,36,DEBT_CONSOLIDATION,2026-03-13 06:19:00,MOBILE
APP205575,CUS105575,161000,36,MEDICAL,2026-01-08 07:04:00,MOBILE
APP205576,CUS105576,356000,36,HOME_RENOVATION,2026-04-30 15:01:00,WEB
APP205577,CUS105577,289000,24,HOME_RENOVATION,2026-08-13 07:14:00,MOBILE
APP205578,CUS105578,135000,36,TRAVEL,2026-06-10 16:05:00,WEB
APP205579,CUS105579,467000,36,OTHER,2026-10-27 09:41:00,MOBILE
APP205580,CUS105580,304000,12,TRAVEL,2026-07-31 00:40:00,MOBILE
APP205581,CUS105581,678000,36,MEDICAL,2026-02-07 23:56:00,MOBILE
APP205582,CUS105582,428000,36,TRAVEL,2026-12-21 08:03:00,MOBILE
APP205583,CUS105583,343000,36,TRAVEL,2026-08-28 16:21:00,MOBILE
APP205584,CUS105584,415000,36,HOME_RENOVATION,2026-02-17 18:06:00,MOBILE
APP205585,CUS105585,508000,12,MEDICAL,2026-10-01 05:10:00,WEB
APP205586,CUS105586,574000,24,MEDICAL,2026-02-06 06:44:00,WEB
APP205587,CUS105587,350000,48,OTHER,2026-11-07 13:52:00,WEB
APP205588,CUS105588,276000,48,TRAVEL,2026-11-06 09:39:00,WEB
APP205589,CUS105589,1206000,36,MEDICAL,2026-07-23 04:12:00,WEB
APP205590,CUS105590,731000,24,DEBT_CONSOLIDATION,2026-04-10 21:55:00,MOBILE
APP205591,CUS105591,203000,36,HOME_RENOVATION,2026-05-13 07:40:00,WEB
APP205592,CUS105592,453000,36,EDUCATION,2026-01-19 06:28:00,MOBILE
APP205593,CUS105593,434000,36,OTHER,2026-05-05 20:34:00,WEB
APP205594,CUS105594,288000,48,OTHER,2026-09-25 09:49:00,MOBILE
APP205595,CUS105595,320000,36,OTHER,2026-11-04 06:28:00,MOBILE
APP205596,CUS105596,571000,36,TRAVEL,2026-06-18 13:36:00,MOBILE
APP205597,CUS105597,320000,48,EDUCATION,2026-07-18 21:15:00,MOBILE
APP205598,CUS105598,336000,36,MEDICAL,2026-04-01 21:22:00,MOBILE
APP205599,CUS105599,298000,36,OTHER,2026-09-04 17:41:00,MOBILE
APP205600,CUS105600,231000,24,OTHER,2026-08-09 01:13:00,MOBILE
APP205601,CUS105601,659000,48,TRAVEL,2026-06-22 01:30:00,MOBILE
APP205602,CUS105602,414000,36,MEDICAL,2026-01-20 12:18:00,MOBILE
APP205603,CUS105603,958000,12,EDUCATION,2026-06-08 05:46:00,MOBILE
APP205604,CUS105604,136000,48,MEDICAL,2026-08-17 02:31:00,MOBILE
APP205605,CUS105605,331000,48,DEBT_CONSOLIDATION,2026-09-02 23:39:00,WEB
APP205606,CUS105606,455000,48,TRAVEL,2026-07-01 03:49:00,MOBILE
APP205607,CUS105607,499000,24,HOME_RENOVATION,2026-02-06 20:11:00,MOBILE
APP205608,CUS105608,359000,60,MEDICAL,2026-06-14 01:32:00,WEB
APP205609,CUS105609,468000,60,MEDICAL,2026-11-30 17:47:00,WEB
APP205610,CUS105610,188000,36,HOME_RENOVATION,2026-06-29 19:22:00,MOBILE
APP205611,CUS105611,654000,60,MEDICAL,2026-05-21 17:16:00,MOBILE
APP205612,CUS105612,543000,48,DEBT_CONSOLIDATION,2026-03-19 05:06:00,MOBILE
APP205613,CUS105613,299000,48,TRAVEL,2026-08-30 19:51:00,MOBILE
APP205614,CUS105614,300000,36,EDUCATION,2026-08-27 20:30:00,WEB
APP205615,CUS105615,737000,48,EDUCATION,2026-06-01 03:41:00,MOBILE
APP205616,CUS105616,405000,18,EDUCATION,2026-07-17 02:20:00,MOBILE
APP205617,CUS105617,500000,24,TRAVEL,2026-07-10 07:03:00,WEB
APP205618,CUS105618,1059000,36,EDUCATION,2026-03-31 05:00:00,WEB
APP205619,CUS105619,335000,12,MEDICAL,2026-08-03 09:18:00,MOBILE
APP205620,CUS105620,418000,60,EDUCATION,2026-07-30 10:46:00,WEB
APP205621,CUS105621,192000,36,DEBT_CONSOLIDATION,2026-05-08 00:19:00,MOBILE
APP205622,CUS105622,437000,48,DEBT_CONSOLIDATION,2026-06-17 22:50:00,MOBILE
APP205623,CUS105623,992000,48,DEBT_CONSOLIDATION,2026-11-18 00:19:00,MOBILE
APP205624,CUS105624,147000,48,OTHER,2026-07-31 16:18:00,WEB
APP205625,CUS105625,597000,24,EDUCATION,2026-10-01 01:58:00,MOBILE
APP205626,CUS105626,345000,36,MEDICAL,2026-12-31 11:24:00,MOBILE
APP205627,CUS105627,264000,36,TRAVEL,2026-05-31 21:46:00,WEB
APP205628,CUS105628,254000,24,HOME_RENOVATION,2026-12-01 03:56:00,WEB
APP205629,CUS105629,397000,36,DEBT_CONSOLIDATION,2026-09-09 08:38:00,WEB
APP205630,CUS105630,658000,48,OTHER,2026-08-25 23:03:00,WEB
APP205631,CUS105631,595000,48,OTHER,2026-11-16 04:52:00,MOBILE
APP205632,CUS105632,170000,36,EDUCATION,2026-07-13 16:10:00,MOBILE
APP205633,CUS105633,303000,12,TRAVEL,2026-05-25 10:34:00,MOBILE
APP205634,CUS105634,640000,36,EDUCATION,2026-07-06 03:18:00,MOBILE
APP205635,CUS105635,737000,18,DEBT_CONSOLIDATION,2026-04-24 09:29:00,MOBILE
APP205636,CUS105636,324000,12,EDUCATION,2026-03-28 09:47:00,MOBILE
APP205637,CUS105637,860000,48,DEBT_CONSOLIDATION,2026-11-30 22:52:00,MOBILE
APP205638,CUS105638,898000,18,DEBT_CONSOLIDATION,2026-01-13 11:32:00,MOBILE
APP205639,CUS105639,281000,18,DEBT_CONSOLIDATION,2026-08-29 17:39:00,MOBILE
APP205640,CUS105640,587000,24,MEDICAL,2026-01-17 11:39:00,MOBILE
APP205641,CUS105641,286000,36,EDUCATION,2026-02-27 22:11:00,MOBILE
APP205642,CUS105642,212000,12,HOME_RENOVATION,2026-09-03 22:02:00,MOBILE
APP205643,CUS105643,479000,36,OTHER,2026-01-13 14:52:00,MOBILE
APP205644,CUS105644,597000,12,TRAVEL,2026-02-13 05:54:00,WEB
APP205645,CUS105645,125000,12,EDUCATION,2026-09-13 14:19:00,MOBILE
APP205646,CUS105646,711000,36,HOME_RENOVATION,2026-01-21 09:52:00,MOBILE
APP205647,CUS105647,301000,36,HOME_RENOVATION,2026-01-13 09:30:00,MOBILE
APP205648,CUS105648,585000,36,MEDICAL,2026-02-22 03:48:00,MOBILE
APP205649,CUS105649,355000,60,OTHER,2026-12-06 02:13:00,MOBILE
APP205650,CUS105650,457000,48,DEBT_CONSOLIDATION,2026-12-06 17:53:00,MOBILE
APP205651,CUS105651,168000,36,TRAVEL,2026-02-25 17:01:00,MOBILE
APP205652,CUS105652,165000,12,OTHER,2026-03-26 08:54:00,MOBILE
APP205653,CUS105653,342000,48,DEBT_CONSOLIDATION,2026-09-02 16:21:00,MOBILE
APP205654,CUS105654,261000,60,TRAVEL,2026-08-07 08:01:00,MOBILE
APP205655,CUS105655,1017000,36,EDUCATION,2026-04-03 00:00:00,MOBILE
APP205656,CUS105656,288000,48,HOME_RENOVATION,2026-08-14 21:00:00,MOBILE
APP205657,CUS105657,400000,36,OTHER,2026-05-16 02:59:00,WEB
APP205658,CUS105658,518000,24,TRAVEL,2026-06-17 09:35:00,WEB
APP205659,CUS105659,317000,18,MEDICAL,2026-10-09 15:14:00,MOBILE
APP205660,CUS105660,241000,60,EDUCATION,2026-03-29 09:17:00,MOBILE
APP205661,CUS105661,462000,24,OTHER,2026-07-02 01:58:00,MOBILE
APP205662,CUS105662,853000,60,HOME_RENOVATION,2026-11-29 06:23:00,WEB
APP205663,CUS105663,123000,60,TRAVEL,2026-07-30 11:39:00,MOBILE
APP205664,CUS105664,219000,48,MEDICAL,2026-04-27 10:57:00,MOBILE
APP205665,CUS105665,952000,36,EDUCATION,2026-01-16 21:39:00,MOBILE
APP205666,CUS105666,575000,36,EDUCATION,2026-01-21 12:33:00,WEB
APP205667,CUS105667,770000,36,OTHER,2026-12-30 08:40:00,WEB
APP205668,CUS105668,302000,36,OTHER,2026-04-10 23:16:00,MOBILE
APP205669,CUS105669,1215000,36,TRAVEL,2026-03-24 11:45:00,MOBILE
APP205670,CUS105670,382000,48,DEBT_CONSOLIDATION,2026-08-14 01:00:00,MOBILE
APP205671,CUS105671,667000,24,MEDICAL,2026-05-25 13:48:00,WEB
APP205672,CUS105672,491000,36,OTHER,2026-12-04 20:04:00,WEB
APP205673,CUS105673,324000,48,EDUCATION,2026-05-19 22:29:00,MOBILE
APP205674,CUS105674,237000,18,MEDICAL,2026-03-18 00:11:00,MOBILE
APP205675,CUS105675,757000,48,MEDICAL,2026-10-18 11:58:00,WEB
APP205676,CUS105676,669000,48,DEBT_CONSOLIDATION,2026-02-08 07:15:00,WEB
APP205677,CUS105677,374000,36,HOME_RENOVATION,2026-05-30 07:09:00,MOBILE
APP205678,CUS105678,358000,48,HOME_RENOVATION,2026-02-24 18:04:00,MOBILE
APP205679,CUS105679,1119000,36,EDUCATION,2026-09-26 08:17:00,MOBILE
APP205680,CUS105680,562000,48,DEBT_CONSOLIDATION,2026-02-11 02:49:00,MOBILE
APP205681,CUS105681,298000,60,MEDICAL,2026-07-09 14:50:00,WEB
APP205682,CUS105682,469000,24,EDUCATION,2026-11-12 19:58:00,WEB
APP205683,CUS105683,351000,36,EDUCATION,2026-08-24 13:09:00,MOBILE
APP205684,CUS105684,889000,60,HOME_RENOVATION,2026-05-27 05:51:00,WEB
APP205685,CUS105685,707000,36,EDUCATION,2026-10-29 16:54:00,MOBILE
APP205686,CUS105686,550000,24,HOME_RENOVATION,2026-09-14 06:08:00,WEB
APP205687,CUS105687,726000,48,EDUCATION,2026-04-22 01:11:00,WEB
APP205688,CUS105688,841000,36,HOME_RENOVATION,2026-08-07 12:53:00,WEB
APP205689,CUS105689,352000,60,OTHER,2026-02-08 01:18:00,WEB
APP205690,CUS105690,159000,36,MEDICAL,2026-06-18 02:18:00,MOBILE
APP205691,CUS105691,115000,24,TRAVEL,2026-09-29 02:11:00,MOBILE
APP205692,CUS105692,517000,60,HOME_RENOVATION,2026-02-08 18:10:00,MOBILE
APP205693,CUS105693,397000,36,OTHER,2026-06-01 06:42:00,MOBILE
APP205694,CUS105694,196000,36,MEDICAL,2026-10-20 08:14:00,MOBILE
APP205695,CUS105695,370000,12,TRAVEL,2026-02-01 02:16:00,MOBILE
APP205696,CUS105696,143000,36,DEBT_CONSOLIDATION,2026-08-01 02:00:00,WEB
APP205697,CUS105697,373000,24,TRAVEL,2026-08-29 18:54:00,MOBILE
APP205698,CUS105698,749000,36,DEBT_CONSOLIDATION,2026-11-09 04:43:00,MOBILE
APP205699,CUS105699,118000,48,OTHER,2026-08-19 12:04:00,WEB
APP205700,CUS105700,205000,36,OTHER,2026-04-29 06:16:00,MOBILE
APP205701,CUS105701,229000,48,MEDICAL,2026-03-14 13:49:00,MOBILE
APP205702,CUS105702,405000,36,EDUCATION,2026-01-21 18:09:00,MOBILE
APP205703,CUS105703,286000,36,MEDICAL,2026-09-07 17:12:00,MOBILE
APP205704,CUS105704,388000,36,DEBT_CONSOLIDATION,2026-08-11 03:55:00,MOBILE
APP205705,CUS105705,635000,36,HOME_RENOVATION,2026-01-29 19:10:00,WEB
APP205706,CUS105706,555000,24,MEDICAL,2026-10-31 02:43:00,WEB
APP205707,CUS105707,494000,36,DEBT_CONSOLIDATION,2026-10-22 16:08:00,MOBILE
APP205708,CUS105708,382000,12,EDUCATION,2026-08-17 22:46:00,WEB
APP205709,CUS105709,154000,36,DEBT_CONSOLIDATION,2026-06-20 20:20:00,MOBILE
APP205710,CUS105710,753000,24,MEDICAL,2026-09-26 01:08:00,WEB
APP205711,CUS105711,266000,60,MEDICAL,2026-04-08 03:17:00,MOBILE
APP205712,CUS105712,455000,48,MEDICAL,2026-09-20 06:09:00,MOBILE
APP205713,CUS105713,680000,18,OTHER,2026-12-25 08:57:00,WEB
APP205714,CUS105714,475000,48,HOME_RENOVATION,2026-08-31 21:41:00,MOBILE
APP205715,CUS105715,561000,36,TRAVEL,2026-03-14 07:39:00,MOBILE
APP205716,CUS105716,482000,36,DEBT_CONSOLIDATION,2026-05-01 21:34:00,MOBILE
APP205717,CUS105717,653000,24,DEBT_CONSOLIDATION,2026-06-30 14:57:00,MOBILE
APP205718,CUS105718,311000,48,DEBT_CONSOLIDATION,2026-07-28 15:06:00,WEB
APP205719,CUS105719,898000,36,OTHER,2026-03-30 04:52:00,MOBILE
APP205720,CUS105720,252000,36,DEBT_CONSOLIDATION,2026-09-26 09:38:00,MOBILE
APP205721,CUS105721,714000,24,HOME_RENOVATION,2026-09-06 14:20:00,WEB
APP205722,CUS105722,135000,48,MEDICAL,2026-06-21 10:00:00,MOBILE
APP205723,CUS105723,281000,12,EDUCATION,2026-04-20 23:29:00,MOBILE
APP205724,CUS105724,491000,36,DEBT_CONSOLIDATION,2026-08-10 10:48:00,MOBILE
APP205725,CUS105725,176000,60,DEBT_CONSOLIDATION,2026-03-19 00:45:00,MOBILE
APP205726,CUS105726,542000,60,OTHER,2026-10-19 02:49:00,MOBILE
APP205727,CUS105727,117000,60,TRAVEL,2026-07-08 14:07:00,MOBILE
APP205728,CUS105728,196000,48,OTHER,2026-04-08 08:58:00,WEB
APP205729,CUS105729,306000,24,TRAVEL,2026-07-10 03:17:00,MOBILE
APP205730,CUS105730,196000,60,MEDICAL,2026-08-12 19:14:00,WEB
APP205731,CUS105731,142000,48,OTHER,2026-05-01 22:15:00,MOBILE
APP205732,CUS105732,1308000,24,EDUCATION,2026-11-05 23:20:00,WEB
APP205733,CUS105733,521000,48,EDUCATION,2026-11-15 17:28:00,MOBILE
APP205734,CUS105734,344000,36,TRAVEL,2026-05-22 20:48:00,MOBILE
APP205735,CUS105735,459000,36,EDUCATION,2026-03-18 23:06:00,MOBILE
APP205736,CUS105736,522000,36,HOME_RENOVATION,2026-02-15 19:19:00,MOBILE
APP205737,CUS105737,519000,18,DEBT_CONSOLIDATION,2026-02-27 23:51:00,WEB
APP205738,CUS105738,341000,36,TRAVEL,2026-01-17 16:58:00,MOBILE
APP205739,CUS105739,199000,18,DEBT_CONSOLIDATION,2026-04-25 23:51:00,WEB
APP205740,CUS105740,515000,18,OTHER,2026-04-08 18:24:00,MOBILE
APP205741,CUS105741,216000,24,TRAVEL,2026-03-19 02:09:00,WEB
APP205742,CUS105742,144000,48,MEDICAL,2026-03-03 10:27:00,MOBILE
APP205743,CUS105743,524000,36,HOME_RENOVATION,2026-12-04 18:16:00,MOBILE
APP205744,CUS105744,219000,36,OTHER,2026-07-06 06:11:00,WEB
APP205745,CUS105745,249000,36,OTHER,2026-01-11 13:18:00,MOBILE
APP205746,CUS105746,174000,60,HOME_RENOVATION,2026-05-22 00:18:00,WEB
APP205747,CUS105747,310000,36,OTHER,2026-12-05 12:00:00,MOBILE
APP205748,CUS105748,511000,60,MEDICAL,2026-09-19 23:05:00,MOBILE
APP205749,CUS105749,543000,12,OTHER,2026-02-01 22:33:00,MOBILE
APP205750,CUS105750,409000,48,TRAVEL,2026-06-25 07:51:00,MOBILE
APP205751,CUS105751,309000,36,DEBT_CONSOLIDATION,2026-02-06 18:33:00,MOBILE
APP205752,CUS105752,187000,36,OTHER,2026-07-21 17:36:00,MOBILE
APP205753,CUS105753,699000,24,TRAVEL,2026-01-13 22:25:00,MOBILE
APP205754,CUS105754,116000,36,OTHER,2026-10-10 05:26:00,WEB
APP205755,CUS105755,682000,18,MEDICAL,2026-05-24 10:04:00,MOBILE
APP205756,CUS105756,356000,36,DEBT_CONSOLIDATION,2026-12-29 10:07:00,WEB
APP205757,CUS105757,1252000,36,HOME_RENOVATION,2026-01-17 21:07:00,WEB
APP205758,CUS105758,271000,36,DEBT_CONSOLIDATION,2026-05-26 14:32:00,MOBILE
APP205759,CUS105759,1256000,18,EDUCATION,2026-07-23 06:46:00,MOBILE
APP205760,CUS105760,468000,36,MEDICAL,2026-03-31 10:09:00,MOBILE
APP205761,CUS105761,505000,24,DEBT_CONSOLIDATION,2026-04-07 17:22:00,WEB
APP205762,CUS105762,893000,48,OTHER,2026-05-02 10:58:00,WEB
APP205763,CUS105763,295000,48,OTHER,2026-01-10 17:09:00,MOBILE
APP205764,CUS105764,360000,48,MEDICAL,2026-12-30 21:43:00,MOBILE
APP205765,CUS105765,410000,60,OTHER,2026-03-04 08:05:00,MOBILE
