customer_id,age,monthly_income,employment_tenure_months,relationship_months,bureau_score,active_loans,existing_monthly_emi,foir,employment_type
CUS105302,30,153000,19,42,703,0,6200,0.041,SALARIED
CUS105303,30,108700,77,74,726,1,18900,0.174,SALARIED
CUS105304,27,43600,14,62,746,1,5200,0.119,SALARIED
CUS105305,58,100300,8,121,735,0,20000,0.199,SALARIED
CUS105306,47,89200,33,37,748,1,24500,0.275,SALARIED
CUS105307,53,70300,17,28,850,0,29300,0.417,SALARIED
CUS105308,21,72000,59,102,787,2,11800,0.164,SALARIED
CUS105309,54,57600,41,49,766,1,14900,0.259,SALARIED
CUS105310,24,63100,47,43,796,1,12800,0.203,SALARIED
CUS105311,37,96800,35,55,712,1,28500,0.294,SALARIED
CUS105312,24,75000,47,114,826,1,12900,0.172,SALARIED
CUS105313,46,108700,46,60,653,1,14900,0.137,SALARIED
CUS105314,24,59700,24,34,764,3,16300,0.273,SALARIED
CUS105315,21,116900,48,85,810,2,47500,0.406,SALARIED
CUS105316,27,153600,16,133,657,4,14000,0.091,SALARIED
CUS105317,50,84700,41,81,740,0,40300,0.476,SALARIED
CUS105318,29,107400,15,142,706,1,37100,0.345,SALARIED
CUS105319,55,109300,25,56,662,1,34600,0.317,SALARIED
CUS105320,28,67800,24,27,747,0,10100,0.149,SALARIED
CUS105321,44,109500,78,51,716,0,12200,0.111,SALARIED
CUS105322,39,30600,29,103,796,0,700,0.03,SALARIED
CUS105323,56,30000,33,93,732,1,6000,0.2,SALARIED
CUS105324,47,73300,43,58,676,1,11700,0.16,SALARIED
CUS105325,52,113000,37,154,727,2,15100,0.134,SALARIED
CUS105326,34,81800,34,54,708,2,15100,0.185,SALARIED
CUS105327,38,118900,34,40,816,1,28000,0.235,SALARIED
CUS105328,48,49500,47,57,755,1,5700,0.115,SALARIED
CUS105329,49,126500,44,84,735,0,14500,0.115,SALARIED
CUS105330,36,176900,11,161,843,3,61300,0.347,SALARIED
CUS105331,55,62100,35,46,752,2,20000,0.322,SALARIED
CUS105332,51,120300,64,83,712,1,27000,0.224,SALARIED
CUS105333,24,85900,32,51,717,1,9100,0.106,SALARIED
CUS105334,57,103700,22,40,765,3,12000,0.116,SALARIED
CUS105335,37,176700,44,70,694,1,12900,0.073,SALARIED
CUS105336,59,98500,39,69,850,1,46100,0.468,SALARIED
CUS105337,46,119900,35,76,751,2,20900,0.174,SALARIED
CUS105338,59,48100,103,41,744,2,3700,0.077,SALARIED
CUS105339,24,118200,25,36,635,1,34200,0.289,SALARIED
CUS105340,50,175400,40,33,610,0,56000,0.319,SALARIED
CUS105341,50,56100,33,93,701,1,11400,0.203,SALARIED
CUS105342,42,73500,18,23,706,1,9200,0.125,SALARIED
CUS105343,31,115700,35,67,696,3,33000,0.285,SALARIED
CUS105344,22,104000,34,48,726,0,16100,0.155,SALARIED
CUS105345,32,46100,44,97,627,0,11800,0.256,SALARIED
CUS105346,50,91500,56,87,769,2,28000,0.306,SALARIED
CUS105347,56,73200,94,65,732,0,7800,0.107,SALARIED
CUS105348,38,55000,44,111,760,0,9100,0.165,SALARIED
CUS105349,46,156500,17,34,750,1,18800,0.12,SALARIED
CUS105350,27,85200,55,67,692,3,14800,0.174,SALARIED
CUS105351,21,132300,73,46,756,0,2800,0.03,SALARIED
CUS105352,46,50100,11,65,810,1,5700,0.114,SALARIED
CUS105353,43,110800,71,43,695,0,24700,0.223,SALARIED
CUS105354,46,137100,23,75,790,1,25900,0.189,SALARIED
CUS105355,26,76200,31,33,806,0,12900,0.169,SALARIED
CUS105356,26,68000,44,37,742,1,7400,0.109,SALARIED
CUS105357,28,47300,44,39,727,1,3700,0.078,SALARIED
CUS105358,44,57500,37,67,720,1,18900,0.329,SALARIED
CUS105359,42,69300,75,16,741,1,4900,0.071,SALARIED
CUS105360,39,54800,40,49,850,0,10000,0.182,SALARIED
CUS105361,57,60200,57,125,700,1,5700,0.095,SALARIED
CUS105362,38,91300,48,70,765,2,2300,0.03,SALARIED
CUS105363,51,96300,20,74,755,3,46100,0.479,SALARIED
CUS105364,57,138900,16,63,793,2,8900,0.064,SALARIED
CUS105365,50,60300,95,40,733,2,12400,0.206,SALARIED
CUS105366,53,85900,35,123,754,3,10400,0.121,SALARIED
CUS105367,30,70400,64,122,692,1,19700,0.28,SALARIED
CUS105368,57,68200,116,73,704,3,25300,0.371,SALARIED
CUS105369,32,73700,28,65,731,3,4500,0.061,SALARIED
CUS105370,50,77800,67,26,645,2,16000,0.206,SALARIED
CUS105371,47,95100,16,58,714,1,14700,0.155,SALARIED
CUS105372,59,73300,22,61,760,1,16000,0.218,SALARIED
CUS105373,29,147700,61,32,801,1,6000,0.041,SALARIED
CUS105374,41,39500,67,57,706,1,4300,0.109,SALARIED
CUS105375,32,136600,15,124,731,1,33800,0.247,SALARIED
CUS105376,49,72000,22,71,736,0,3300,0.046,SALARIED
CUS105377,53,78100,57,54,705,2,24900,0.319,SALARIED
CUS105378,35,84600,25,65,715,3,42500,0.502,SALARIED
CUS105379,22,116800,17,73,777,1,9900,0.085,SALARIED
CUS105380,59,57200,37,21,850,2,16500,0.288,SALARIED
CUS105381,38,63200,30,91,750,2,3600,0.057,SALARIED
CUS105382,23,106500,41,112,793,2,25300,0.238,SALARIED
CUS105383,27,39600,48,110,661,1,16600,0.419,SALARIED
CUS105384,38,83700,121,93,754,1,13600,0.162,SALARIED
CUS105385,58,59400,64,49,819,1,11800,0.199,SALARIED
CUS105386,57,54000,44,35,795,0,16900,0.313,SALARIED
CUS105387,53,40700,30,101,724,1,16300,0.4,SALARIED
CUS105388,51,120300,54,45,789,1,7700,0.064,SALARIED
CUS105389,31,91300,8,71,753,1,18600,0.204,SALARIED
CUS105390,24,62800,16,34,659,2,22500,0.358,SALARIED
CUS105391,38,78900,54,15,690,2,16500,0.209,SALARIED
CUS105392,24,52000,54,116,774,2,9300,0.179,SALARIED
CUS105393,54,66800,39,149,723,2,6100,0.091,SALARIED
CUS105394,49,77700,57,24,652,2,21700,0.279,SALARIED
CUS105395,44,87500,28,39,747,2,8000,0.091,SALARIED
CUS105396,42,101400,28,124,702,0,28100,0.277,SALARIED
CUS105397,22,37700,57,40,587,3,9400,0.249,SALARIED
CUS105398,26,101500,40,48,729,0,14100,0.139,SALARIED
CUS105399,45,39100,55,56,638,3,14100,0.361,SALARIED
CUS105400,41,103200,41,98,731,4,19900,0.193,SALARIED
CUS105401,36,77200,51,119,729,2,20200,0.262,SALARIED
CUS105402,51,138900,90,119,850,1,42500,0.306,SALARIED
CUS105403,34,62700,84,81,767,1,10300,0.164,SALARIED
CUS105404,59,120800,13,82,752,2,46600,0.386,SALARIED
CUS105405,48,50300,23,88,805,2,9500,0.189,SALARIED
CUS105406,52,89100,54,40,712,1,33700,0.378,SALARIED
CUS105407,48,34000,28,76,712,3,5700,0.168,SALARIED
CUS105408,29,126500,43,36,695,4,20700,0.164,SALARIED
CUS105409,42,184900,112,71,799,2,30200,0.163,SALARIED
CUS105410,52,62100,39,28,745,3,6800,0.11,SALARIED
CUS105411,25,89800,64,37,699,3,43600,0.486,SALARIED
CUS105412,43,103800,38,34,778,2,6700,0.065,SALARIED
CUS105413,25,42300,50,27,669,1,5900,0.139,SALARIED
CUS105414,52,60700,67,16,688,0,25900,0.427,SALARIED
CUS105415,30,59000,72,29,718,0,2100,0.036,SALARIED
CUS105416,59,251100,49,71,741,0,43100,0.172,SALARIED
CUS105417,35,136100,45,74,753,1,44400,0.326,SALARIED
CUS105418,27,77100,41,55,723,3,17600,0.228,SALARIED
CUS105419,49,120700,15,46,748,0,9300,0.077,SALARIED
CUS105420,23,93500,26,44,777,0,43300,0.463,SALARIED
CUS105421,39,111000,35,41,820,1,46400,0.418,SALARIED
CUS105422,30,52900,98,69,737,2,7500,0.142,SALARIED
CUS105423,48,157700,35,180,828,0,24200,0.153,SALARIED
CUS105424,49,60200,50,88,742,2,24600,0.409,SALARIED
CUS105425,35,61600,45,71,720,1,900,0.03,SALARIED
CUS105426,55,110900,39,56,707,1,18300,0.165,SALARIED
CUS105427,26,99300,38,63,664,2,43900,0.442,SALARIED
CUS105428,32,85900,68,62,710,0,22400,0.261,SALARIED
CUS105429,58,124000,43,81,776,0,19300,0.156,SALARIED
CUS105430,33,50400,53,57,693,0,4200,0.083,SALARIED
CUS105431,49,194900,17,25,693,1,12800,0.066,SALARIED
CUS105432,39,67900,44,50,708,3,1500,0.03,SALARIED
CUS105433,23,81700,15,69,769,1,13600,0.166,SALARIED
CUS105434,28,196300,27,72,700,1,11300,0.058,SALARIED
CUS105435,28,61800,27,30,627,1,5600,0.091,SALARIED
CUS105436,40,134700,35,77,638,2,65100,0.483,SALARIED
CUS105437,24,77200,17,110,687,1,2700,0.035,SALARIED
CUS105438,41,58200,22,45,738,2,16500,0.284,SALARIED
CUS105439,23,71500,41,51,720,0,40100,0.561,SALARIED
CUS105440,28,109700,69,19,728,1,12200,0.111,SALARIED
CUS105441,43,134200,14,77,810,1,7500,0.056,SALARIED
CUS105442,36,94100,41,31,830,1,23800,0.253,SALARIED
CUS105443,33,41400,95,37,676,1,7600,0.184,SALARIED
CUS105444,23,113100,127,90,664,4,21600,0.191,SALARIED
CUS105445,29,79700,215,57,792,1,3400,0.043,SALARIED
CUS105446,34,51800,74,60,739,3,17000,0.328,SALARIED
CUS105447,33,99300,37,85,736,0,7800,0.079,SALARIED
CUS105448,27,141600,24,116,680,0,36100,0.255,SALARIED
CUS105449,35,85300,60,31,663,2,17200,0.202,SALARIED
CUS105450,27,128800,25,50,600,1,13300,0.103,SALARIED
CUS105451,58,104700,78,53,740,0,21400,0.204,SALARIED
CUS105452,54,105300,114,114,783,1,30400,0.289,SALARIED
CUS105453,42,74100,82,48,765,2,14100,0.19,SALARIED
CUS105454,44,122900,40,95,749,2,46000,0.374,SALARIED
CUS105455,57,128300,31,107,681,2,3000,0.03,SALARIED
CUS105456,21,121400,31,49,659,1,52800,0.435,SALARIED
CUS105457,30,73800,77,32,772,2,7800,0.106,SALARIED
CUS105458,36,132400,26,40,669,2,18000,0.136,SALARIED
CUS105459,28,101100,52,49,689,2,39800,0.394,SALARIED
CUS105460,45,54900,123,41,692,1,2900,0.053,SALARIED
CUS105461,32,71600,43,82,734,2,24300,0.339,SALARIED
CUS105462,45,67000,21,114,737,4,12400,0.185,SALARIED
CUS105463,37,34700,44,77,780,0,1700,0.049,SALARIED
CUS105464,46,133500,18,61,737,1,4100,0.031,SALARIED
CUS105465,34,343200,78,58,729,2,149200,0.435,SALARIED
CUS105466,56,146400,25,81,798,3,33500,0.229,SALARIED
CUS105467,43,91500,45,39,700,1,22300,0.244,SALARIED
CUS105468,26,67400,50,106,736,1,2600,0.039,SALARIED
CUS105469,25,56100,67,81,678,1,11000,0.196,SALARIED
CUS105470,45,91000,88,59,743,0,29800,0.327,SALARIED
CUS105471,38,131400,94,112,779,0,26300,0.2,SALARIED
CUS105472,33,62700,55,91,700,0,8500,0.136,SALARIED
CUS105473,34,269500,54,61,826,1,37100,0.138,SALARIED
CUS105474,48,45600,39,44,737,1,5700,0.125,SALARIED
CUS105475,38,94000,39,127,766,3,29900,0.318,SALARIED
CUS105476,48,87700,43,64,650,1,17500,0.2,SALARIED
CUS105477,47,85300,26,136,812,0,12700,0.149,SALARIED
CUS105478,52,65800,34,44,795,1,8900,0.135,SALARIED
CUS105479,29,88200,27,47,627,0,12500,0.142,SALARIED
CUS105480,60,69400,45,65,659,3,22000,0.317,SALARIED
CUS105481,52,151700,12,93,779,3,43900,0.289,SALARIED
CUS105482,40,176300,85,42,787,2,5200,0.03,SALARIED
CUS105483,48,71400,49,28,633,0,20400,0.286,SALARIED
CUS105484,53,40500,48,19,775,3,10800,0.267,SALARIED
CUS105485,24,98100,41,40,698,1,19000,0.194,SALARIED
CUS105486,54,96500,9,47,729,1,15000,0.155,SALARIED
CUS105487,23,89100,21,83,723,1,28500,0.32,SALARIED
CUS105488,46,108000,42,63,693,1,21300,0.197,SALARIED
CUS105489,28,158300,33,74,721,2,4600,0.03,SALARIED
CUS105490,26,123700,34,37,684,1,17300,0.14,SALARIED
CUS105491,36,108000,19,67,701,1,5800,0.054,SALARIED
CUS105492,44,119300,14,95,671,3,42000,0.352,SALARIED
CUS105493,59,95200,29,48,803,0,26400,0.277,SALARIED
CUS105494,50,55500,15,137,707,2,6100,0.11,SALARIED
CUS105495,33,163300,137,16,788,0,65500,0.401,SALARIED
CUS105496,25,89000,64,36,766,0,5200,0.058,SALARIED
CUS105497,45,55500,26,66,795,0,11700,0.211,SALARIED
CUS105498,40,51200,22,60,710,0,11700,0.229,SALARIED
CUS105499,38,56200,34,55,724,2,13300,0.237,SALARIED
CUS105500,38,48800,73,30,741,2,4100,0.084,SALARIED
CUS105501,22,114900,54,110,668,1,19400,0.169,SALARIED
CUS105502,30,78600,45,22,739,1,13200,0.168,SALARIED
CUS105503,32,120500,21,48,718,0,13700,0.114,SALARIED
CUS105504,33,143900,70,14,800,0,44700,0.311,SALARIED
CUS105505,31,128100,115,42,813,2,17800,0.139,SALARIED
CUS105506,39,113100,66,102,834,0,44900,0.397,SALARIED
CUS105507,55,96700,55,27,636,0,32700,0.338,SALARIED
CUS105508,59,78000,43,47,773,1,41300,0.529,SALARIED
CUS105509,46,80400,91,74,717,1,15900,0.198,SALARIED
CUS105510,34,110600,16,51,697,4,22400,0.203,SALARIED
CUS105511,44,55200,85,58,819,0,12100,0.219,SALARIED
CUS105512,21,83000,22,180,679,1,24600,0.296,SALARIED
CUS105513,42,60800,52,79,746,1,8600,0.141,SALARIED
CUS105514,43,144100,79,70,683,0,58400,0.405,SALARIED
CUS105515,39,117400,5,71,602,2,36900,0.314,SALARIED
CUS105516,38,222400,34,59,652,2,78700,0.354,SALARIED
CUS105517,32,60400,21,47,608,0,2400,0.04,SALARIED
CUS105518,48,63400,70,60,711,0,8800,0.139,SALARIED
CUS105519,48,87200,35,46,664,0,15100,0.173,SALARIED
CUS105520,53,61300,30,31,799,1,23300,0.38,SALARIED
CUS105521,39,108300,33,43,767,1,38800,0.358,SALARIED
CUS105522,48,83100,50,80,684,0,14000,0.168,SALARIED
CUS105523,57,68200,112,62,678,2,11400,0.167,SALARIED
CUS105524,46,138700,76,30,703,1,43800,0.316,SALARIED
CUS105525,55,37000,10,60,714,2,15300,0.414,SALARIED
CUS105526,54,108500,48,84,802,1,40000,0.369,SALARIED
CUS105527,55,66300,29,80,706,0,14200,0.214,SALARIED
CUS105528,60,122800,31,22,740,0,27600,0.225,SALARIED
CUS105529,36,136700,27,90,705,2,26900,0.197,SALARIED
CUS105530,58,30500,23,121,766,1,4400,0.144,SALARIED
CUS105531,33,77300,55,52,775,1,22100,0.286,SALARIED
CUS105532,43,87300,25,26,800,0,25100,0.288,SALARIED
CUS105533,42,30000,55,110,786,0,5800,0.193,SALARIED
CUS105534,36,94200,111,37,602,0,34600,0.367,SALARIED
CUS105535,48,67000,39,81,651,2,25700,0.384,SALARIED
CUS105536,55,49400,54,23,746,2,23300,0.472,SALARIED
CUS105537,28,63400,42,50,748,0,4000,0.063,SALARIED
CUS105538,42,58700,35,25,719,2,17200,0.293,SALARIED
CUS105539,41,65700,44,110,788,2,22400,0.341,SALARIED
CUS105540,46,92400,14,43,818,3,19900,0.215,SALARIED
CUS105541,60,132200,72,16,697,2,32200,0.244,SALARIED
CUS105542,41,82100,48,43,649,3,7300,0.089,SALARIED
CUS105543,45,139600,41,63,759,2,11800,0.085,SALARIED
CUS105544,21,53100,40,111,702,0,8000,0.151,SALARIED
CUS105545,26,91100,35,116,618,2,10300,0.113,SALARIED
CUS105546,43,219300,27,58,751,2,52200,0.238,SALARIED
CUS105547,43,41500,24,120,759,1,4900,0.118,SALARIED
CUS105548,43,40800,49,53,696,2,5100,0.125,SALARIED
CUS105549,52,151200,13,77,726,2,36000,0.238,SALARIED
CUS105550,50,93900,18,98,752,1,19000,0.202,SALARIED
CUS105551,33,64800,27,88,816,0,15700,0.242,SALARIED
CUS105552,38,51100,62,75,769,1,18200,0.356,SALARIED
CUS105553,43,83600,106,55,653,0,9400,0.112,SALARIED
CUS105554,35,90300,12,62,817,3,38800,0.43,SALARIED
CUS105555,53,90500,65,54,829,2,32400,0.358,SALARIED
CUS105556,41,50900,21,53,758,3,7200,0.141,SALARIED
CUS105557,59,73000,84,34,797,3,11200,0.153,SALARIED
CUS105558,43,65800,128,87,668,1,4000,0.061,SALARIED
CUS105559,47,113700,14,37,737,0,7900,0.069,SALARIED
CUS105560,38,52300,46,157,782,1,13200,0.252,SALARIED
CUS105561,44,88000,57,83,749,1,2500,0.03,SALARIED
CUS105562,60,278100,19,52,694,2,13100,0.047,SALARIED
CUS105563,27,50700,19,54,680,0,15300,0.302,SALARIED
CUS105564,40,60700,43,44,751,1,7200,0.119,SALARIED
CUS105565,47,81500,47,69,777,1,18400,0.226,SALARIED
CUS105566,26,30000,51,117,672,0,4700,0.157,SALARIED
CUS105567,47,44700,32,52,705,0,21100,0.472,SALARIED
CUS105568,29,97800,47,39,850,3,31700,0.324,SALARIED
CUS105569,51,78500,24,67,770,1,3400,0.043,SALARIED
CUS105570,41,136600,41,52,721,1,54400,0.398,SALARIED
CUS105571,46,76400,26,68,789,1,17400,0.228,SALARIED
CUS105572,60,73400,15,125,776,0,11300,0.154,SALARIED
CUS105573,33,62000,30,131,748,3,6500,0.105,SALARIED
CUS105574,43,72800,46,180,749,1,10500,0.144,SALARIED
CUS105575,40,49300,89,99,699,2,4400,0.089,SALARIED
CUS105576,57,79500,70,91,787,1,12700,0.16,SALARIED
CUS105577,48,54900,26,52,691,3,5600,0.102,SALARIED
CUS105578,37,49300,46,50,783,2,17400,0.353,SALARIED
CUS105579,48,63700,30,55,787,1,21000,0.33,SALARIED
CUS105580,22,104100,8,66,704,1,26200,0.252,SALARIED
CUS105581,45,90600,44,106,642,2,18700,0.206,SALARIED
CUS105582,26,114800,67,120,774,3,19400,0.169,SALARIED
CUS105583,31,56100,102,78,778,0,8000,0.143,SALARIED
CUS105584,58,84500,33,69,759,2,17200,0.204,SALARIED
CUS105585,26,182800,32,55,655,2,22500,0.123,SALARIED
CUS105586,31,159400,41,74,751,0,50400,0.316,SALARIED
CUS105587,34,47900,24,117,832,1,8600,0.18,SALARIED
CUS105588,22,54000,47,38,825,2,22000,0.407,SALARIED
CUS105589,60,182500,25,47,804,0,31900,0.175,SALARIED
CUS105590,23,104200,11,51,767,1,25000,0.24,SALARIED
CUS105591,55,78000,74,54,763,1,10700,0.137,SALARIED
CUS105592,53,74200,42,108,708,2,24300,0.327,SALARIED
CUS105593,44,94200,30,97,827,1,19100,0.203,SALARIED
CUS105594,39,94700,20,51,746,2,19100,0.202,SALARIED
CUS105595,38,66900,78,153,799,1,9700,0.145,SALARIED
CUS105596,44,79000,27,101,719,0,2500,0.032,SALARIED
CUS105597,55,65800,52,48,769,0,8000,0.122,SALARIED
CUS105598,21,91700,95,45,729,0,49300,0.538,SALARIED
CUS105599,56,61000,48,24,652,1,22000,0.361,SALARIED
CUS105600,45,48000,53,76,693,2,1400,0.03,SALARIED
CUS105601,54,165100,40,65,713,2,63100,0.382,SALARIED
CUS105602,45,82400,53,149,819,2,7100,0.086,SALARIED
CUS105603,36,182400,30,73,674,1,41600,0.228,SALARIED
CUS105604,54,35600,51,77,681,3,1700,0.048,SALARIED
CUS105605,49,44300,26,28,695,2,8700,0.196,SALARIED
CUS105606,39,104900,101,64,802,0,50900,0.485,SALARIED
CUS105607,43,82400,51,31,727,3,25100,0.305,SALARIED
CUS105608,39,50500,28,42,729,0,27300,0.541,SALARIED
CUS105609,45,141800,32,67,780,1,17900,0.126,SALARIED
CUS105610,36,57500,41,18,827,1,8000,0.139,SALARIED
CUS105611,29,145800,66,180,843,1,19700,0.135,SALARIED
CUS105612,21,82300,28,38,820,3,7200,0.087,SALARIED
CUS105613,39,52500,26,50,725,1,9100,0.173,SALARIED
CUS105614,53,62900,53,166,714,0,6800,0.108,SALARIED
CUS105615,54,157600,50,33,726,0,33200,0.211,SALARIED
CUS105616,36,74300,12,44,640,0,16700,0.225,SALARIED
CUS105617,60,131700,45,91,658,1,2100,0.03,SALARIED
CUS105618,38,159600,15,31,769,0,42300,0.265,SALARIED
CUS105619,54,82000,41,111,651,2,8700,0.106,SALARIED
CUS105620,45,76900,40,68,677,2,12800,0.166,SALARIED
CUS105621,26,70800,26,29,745,0,9200,0.13,SALARIED
CUS105622,41,99600,13,109,677,1,9200,0.092,SALARIED
CUS105623,26,167400,17,144,704,1,51600,0.308,SALARIED
CUS105624,52,48900,62,97,705,5,2200,0.045,SALARIED
CUS105625,59,93800,9,56,602,0,23200,0.247,SALARIED
CUS105626,51,92000,77,93,732,0,8400,0.091,SALARIED
CUS105627,30,37700,80,95,715,4,9800,0.26,SALARIED
CUS105628,50,57000,29,92,722,1,2200,0.039,SALARIED
CUS105629,38,62500,49,52,659,2,17900,0.286,SALARIED
CUS105630,44,119900,33,150,688,1,30300,0.253,SALARIED
CUS105631,29,129700,50,77,711,2,9400,0.072,SALARIED
CUS105632,51,36600,17,82,675,0,2300,0.063,SALARIED
CUS105633,35,113300,20,26,706,0,10300,0.091,SALARIED
CUS105634,24,106900,51,72,850,0,1900,0.03,SALARIED
CUS105635,60,110300,46,78,753,2,2100,0.03,SALARIED
CUS105636,29,91000,50,66,710,1,29400,0.323,SALARIED
CUS105637,29,130400,11,69,729,1,15000,0.115,SALARIED
CUS105638,46,144000,47,133,802,1,25500,0.177,SALARIED
CUS105639,24,40700,22,53,701,2,19800,0.486,SALARIED
CUS105640,37,83200,86,65,749,1,23600,0.284,SALARIED
CUS105641,36,75800,31,119,808,1,16500,0.218,SALARIED
CUS105642,35,65700,33,37,732,3,5900,0.09,SALARIED
CUS105643,55,69300,36,80,723,0,19700,0.284,SALARIED
CUS105644,25,92500,77,122,818,3,21800,0.236,SALARIED
CUS105645,25,47400,27,41,791,0,6000,0.127,SALARIED
CUS105646,40,114900,27,61,764,1,71000,0.618,SALARIED
CUS105647,35,72000,17,102,729,0,7100,0.099,SALARIED
CUS105648,38,126000,30,61,671,1,8800,0.07,SALARIED
CUS105649,22,64300,85,50,847,1,21400,0.333,SALARIED
CUS105650,49,62800,42,133,796,1,13700,0.218,SALARIED
CUS105651,33,55500,74,116,731,0,11400,0.205,SALARIED
CUS105652,24,64500,55,56,801,2,17600,0.273,SALARIED
CUS105653,30,59300,43,77,790,2,5100,0.086,SALARIED
CUS105654,51,103400,18,30,701,1,30800,0.298,SALARIED
CUS105655,28,136200,16,87,720,2,5900,0.043,SALARIED
CUS105656,23,101200,31,52,778,2,11000,0.109,SALARIED
CUS105657,29,82100,26,35,687,1,1300,0.03,SALARIED
CUS105658,50,105800,89,112,773,2,8500,0.08,SALARIED
CUS105659,31,83600,9,113,723,0,20100,0.24,SALARIED
CUS105660,55,86100,59,87,694,1,11500,0.134,SALARIED
CUS105661,57,74000,72,117,684,1,7300,0.099,SALARIED
CUS105662,33,123900,46,84,723,0,52900,0.427,SALARIED
CUS105663,56,30000,31,91,752,0,5700,0.19,SALARIED
CUS105664,33,32600,54,89,703,1,4800,0.147,SALARIED
CUS105665,32,134900,12,66,715,0,20100,0.149,SALARIED
CUS105666,57,77800,56,38,745,1,16100,0.207,SALARIED
CUS105667,30,128400,68,46,850,1,15300,0.119,SALARIED
CUS105668,29,64700,80,49,753,2,20400,0.315,SALARIED
CUS105669,27,180600,58,24,758,0,52700,0.292,SALARIED
CUS105670,22,79900,41,83,735,0,14900,0.186,SALARIED
CUS105671,43,104100,33,57,850,0,18800,0.181,SALARIED
CUS105672,59,69500,26,95,626,2,2200,0.032,SALARIED
CUS105673,60,56800,11,71,675,1,14000,0.246,SALARIED
CUS105674,59,38800,56,99,689,1,17900,0.461,SALARIED
CUS105675,41,121100,20,73,784,2,18900,0.156,SALARIED
CUS105676,43,101600,38,103,710,3,4000,0.039,SALARIED
CUS105677,49,88700,20,47,779,1,19000,0.214,SALARIED
CUS105678,34,50900,30,92,594,3,6300,0.124,SALARIED
CUS105679,46,160700,41,51,753,1,15300,0.095,SALARIED
CUS105680,25,89100,151,78,667,2,12200,0.137,SALARIED
CUS105681,51,116600,99,78,783,3,26500,0.227,SALARIED
CUS105682,45,84900,56,110,676,1,8600,0.101,SALARIED
CUS105683,51,52100,124,71,692,3,5700,0.109,SALARIED
CUS105684,40,132900,58,126,659,3,9600,0.072,SALARIED
CUS105685,37,104100,81,138,674,1,18300,0.176,SALARIED
CUS105686,22,78300,27,48,733,2,5800,0.074,SALARIED
CUS105687,45,103300,55,143,715,3,28900,0.28,SALARIED
CUS105688,33,122800,54,61,695,1,14700,0.12,SALARIED
CUS105689,59,114400,83,154,648,0,24400,0.213,SALARIED
CUS105690,48,39400,10,134,694,1,6700,0.17,SALARIED
CUS105691,26,43500,35,149,793,0,16200,0.372,SALARIED
CUS105692,23,118200,61,166,743,0,32700,0.277,SALARIED
CUS105693,55,62100,57,68,756,2,27400,0.441,SALARIED
CUS105694,38,53000,63,51,811,0,20200,0.381,SALARIED
CUS105695,31,100500,42,43,785,0,6300,0.063,SALARIED
CUS105696,40,52300,39,79,803,0,5900,0.113,SALARIED
CUS105697,25,68500,86,72,745,0,2400,0.035,SALARIED
CUS105698,39,124700,18,65,703,0,15300,0.123,SALARIED
CUS105699,42,43000,93,57,740,2,14200,0.33,SALARIED
CUS105700,39,45900,14,43,741,0,12800,0.279,SALARIED
CUS105701,36,41200,32,99,624,1,17200,0.417,SALARIED
CUS105702,44,57700,31,82,716,2,6500,0.113,SALARIED
CUS105703,24,88200,48,67,794,0,4900,0.056,SALARIED
CUS105704,35,64300,16,60,625,2,16800,0.261,SALARIED
CUS105705,45,167200,111,136,639,2,36400,0.218,SALARIED
CUS105706,55,104300,25,180,677,3,39000,0.374,SALARIED
CUS105707,34,84300,27,50,701,0,5700,0.068,SALARIED
CUS105708,39,150400,22,44,724,3,16800,0.112,SALARIED
CUS105709,58,46700,72,36,837,0,2900,0.062,SALARIED
CUS105710,56,125500,38,71,774,1,26900,0.214,SALARIED
CUS105711,27,76400,48,57,749,1,12500,0.164,SALARIED
CUS105712,50,69300,81,60,725,5,12100,0.175,SALARIED
CUS105713,39,111900,44,105,730,2,32300,0.289,SALARIED
CUS105714,45,70600,33,119,784,1,23100,0.327,SALARIED
CUS105715,36,92300,56,92,801,1,18000,0.195,SALARIED
CUS105716,60,81300,22,103,694,0,14700,0.181,SALARIED
CUS105717,28,97600,32,23,758,2,7900,0.081,SALARIED
CUS105718,38,67700,35,50,744,2,11100,0.164,SALARIED
CUS105719,48,129000,26,101,794,1,38800,0.301,SALARIED
CUS105720,36,33900,78,14,815,2,8800,0.26,SALARIED
CUS105721,39,113400,9,48,755,2,16000,0.141,SALARIED
CUS105722,37,36300,79,57,726,2,7300,0.201,SALARIED
CUS105723,33,60600,19,80,648,2,16300,0.269,SALARIED
CUS105724,27,107500,123,126,673,0,22000,0.205,SALARIED
CUS105725,47,34300,96,53,747,2,2500,0.073,SALARIED
CUS105726,30,91600,43,34,800,2,19200,0.21,SALARIED
CUS105727,54,45900,104,40,828,4,11200,0.244,SALARIED
CUS105728,56,55000,47,29,614,2,9000,0.164,SALARIED
CUS105729,45,53800,32,120,711,0,9000,0.167,SALARIED
CUS105730,26,46400,25,122,748,0,2400,0.052,SALARIED
CUS105731,44,39000,64,48,783,0,6100,0.156,SALARIED
CUS105732,38,215900,34,56,713,3,54700,0.253,SALARIED
CUS105733,43,78300,45,60,718,1,10900,0.139,SALARIED
CUS105734,26,48700,77,58,744,0,8600,0.177,SALARIED
CUS105735,49,66000,123,83,631,1,2300,0.035,SALARIED
CUS105736,45,86400,79,114,713,1,24300,0.281,SALARIED
