application_id,policy_version,policy_status,failed_rules
APP204952,PL_2026_V1,ELIGIBLE,
APP204953,PL_2026_V1,ELIGIBLE,
APP204954,PL_2026_V1,ELIGIBLE,
APP204955,PL_2026_V1,ELIGIBLE,
APP204956,PL_2026_V1,ELIGIBLE,
APP204957,PL_2026_V1,ELIGIBLE,
APP204958,PL_2026_V1,ELIGIBLE,
APP204959,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204960,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204961,PL_2026_V1,INELIGIBLE,MIN_INCOME|FOIR
APP204962,PL_2026_V1,ELIGIBLE,
APP204963,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204964,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP204965,PL_2026_V1,ELIGIBLE,
APP204966,PL_2026_V1,ELIGIBLE,
APP204967,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP204968,PL_2026_V1,ELIGIBLE,
APP204969,PL_2026_V1,INELIGIBLE,FOIR
APP204970,PL_2026_V1,ELIGIBLE,
APP204971,PL_2026_V1,ELIGIBLE,
APP204972,PL_2026_V1,ELIGIBLE,
APP204973,PL_2026_V1,ELIGIBLE,
APP204974,PL_2026_V1,ELIGIBLE,
APP204975,PL_2026_V1,ELIGIBLE,
APP204976,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204977,PL_2026_V1,ELIGIBLE,
APP204978,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP204979,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204980,PL_2026_V1,ELIGIBLE,
APP204981,PL_2026_V1,ELIGIBLE,
APP204982,PL_2026_V1,ELIGIBLE,
APP204983,PL_2026_V1,ELIGIBLE,
APP204984,PL_2026_V1,ELIGIBLE,
APP204985,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204986,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204987,PL_2026_V1,ELIGIBLE,
APP204988,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204989,PL_2026_V1,ELIGIBLE,
APP204990,PL_2026_V1,ELIGIBLE,
APP204991,PL_2026_V1,ELIGIBLE,
APP204992,PL_2026_V1,ELIGIBLE,
APP204993,PL_2026_V1,ELIGIBLE,
APP204994,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204995,PL_2026_V1,ELIGIBLE,
APP204996,PL_2026_V1,ELIGIBLE,
APP204997,PL_2026_V1,ELIGIBLE,
APP204998,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP204999,PL_2026_V1,ELIGIBLE,
APP205000,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205001,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205002,PL_2026_V1,ELIGIBLE,
APP205003,PL_2026_V1,ELIGIBLE,
APP205004,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205005,PL_2026_V1,ELIGIBLE,
APP205006,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205007,PL_2026_V1,ELIGIBLE,
APP205008,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205009,PL_2026_V1,ELIGIBLE,
APP205010,PL_2026_V1,ELIGIBLE,
APP205011,PL_2026_V1,ELIGIBLE,
APP205012,PL_2026_V1,ELIGIBLE,
APP205013,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205014,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205015,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205016,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205017,PL_2026_V1,ELIGIBLE,
APP205018,PL_2026_V1,ELIGIBLE,
APP205019,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205020,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205021,PL_2026_V1,ELIGIBLE,
APP205022,PL_2026_V1,ELIGIBLE,
APP205023,PL_2026_V1,ELIGIBLE,
APP205024,PL_2026_V1,ELIGIBLE,
APP205025,PL_2026_V1,ELIGIBLE,
APP205026,PL_2026_V1,ELIGIBLE,
APP205027,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205028,PL_2026_V1,ELIGIBLE,
APP205029,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205030,PL_2026_V1,INELIGIBLE,FOIR
APP205031,PL_2026_V1,ELIGIBLE,
APP205032,PL_2026_V1,ELIGIBLE,
APP205033,PL_2026_V1,ELIGIBLE,
APP205034,PL_2026_V1,ELIGIBLE,
APP205035,PL_2026_V1,ELIGIBLE,
APP205036,PL_2026_V1,ELIGIBLE,
APP205037,PL_2026_V1,ELIGIBLE,
APP205038,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205039,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205040,PL_2026_V1,ELIGIBLE,
APP205041,PL_2026_V1,ELIGIBLE,
APP205042,PL_2026_V1,ELIGIBLE,
APP205043,PL_2026_V1,ELIGIBLE,
APP205044,PL_2026_V1,ELIGIBLE,
APP205045,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205046,PL_2026_V1,ELIGIBLE,
APP205047,PL_2026_V1,ELIGIBLE,
APP205048,PL_2026_V1,ELIGIBLE,
APP205049,PL_2026_V1,ELIGIBLE,
APP205050,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205051,PL_2026_V1,ELIGIBLE,
APP205052,PL_2026_V1,ELIGIBLE,
APP205053,PL_2026_V1,ELIGIBLE,
APP205054,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205055,PL_2026_V1,ELIGIBLE,
APP205056,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205057,PL_2026_V1,ELIGIBLE,
APP205058,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205059,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205060,PL_2026_V1,ELIGIBLE,
APP205061,PL_2026_V1,ELIGIBLE,
APP205062,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205063,PL_2026_V1,ELIGIBLE,
APP205064,PL_2026_V1,ELIGIBLE,
APP205065,PL_2026_V1,ELIGIBLE,
APP205066,PL_2026_V1,ELIGIBLE,
APP205067,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205068,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205069,PL_2026_V1,ELIGIBLE,
APP205070,PL_2026_V1,ELIGIBLE,
APP205071,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205072,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205073,PL_2026_V1,ELIGIBLE,
APP205074,PL_2026_V1,ELIGIBLE,
APP205075,PL_2026_V1,ELIGIBLE,
APP205076,PL_2026_V1,ELIGIBLE,
APP205077,PL_2026_V1,ELIGIBLE,
APP205078,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205079,PL_2026_V1,ELIGIBLE,
APP205080,PL_2026_V1,ELIGIBLE,
APP205081,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205082,PL_2026_V1,ELIGIBLE,
APP205083,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205084,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205085,PL_2026_V1,ELIGIBLE,
APP205086,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205087,PL_2026_V1,ELIGIBLE,
APP205088,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205089,PL_2026_V1,ELIGIBLE,
APP205090,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205091,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205092,PL_2026_V1,ELIGIBLE,
APP205093,PL_2026_V1,ELIGIBLE,
APP205094,PL_2026_V1,ELIGIBLE,
APP205095,PL_2026_V1,ELIGIBLE,
APP205096,PL_2026_V1,ELIGIBLE,
APP205097,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205098,PL_2026_V1,INELIGIBLE,FOIR
APP205099,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205100,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205101,PL_2026_V1,ELIGIBLE,
APP205102,PL_2026_V1,ELIGIBLE,
APP205103,PL_2026_V1,ELIGIBLE,
APP205104,PL_2026_V1,ELIGIBLE,
APP205105,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205106,PL_2026_V1,ELIGIBLE,
APP205107,PL_2026_V1,ELIGIBLE,
APP205108,PL_2026_V1,ELIGIBLE,
APP205109,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205110,PL_2026_V1,ELIGIBLE,
APP205111,PL_2026_V1,ELIGIBLE,
APP205112,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205113,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205114,PL_2026_V1,ELIGIBLE,
APP205115,PL_2026_V1,ELIGIBLE,
APP205116,PL_2026_V1,ELIGIBLE,
APP205117,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205118,PL_2026_V1,ELIGIBLE,
APP205119,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205120,PL_2026_V1,ELIGIBLE,
APP205121,PL_2026_V1,ELIGIBLE,
APP205122,PL_2026_V1,ELIGIBLE,
APP205123,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205124,PL_2026_V1,ELIGIBLE,
APP205125,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205126,PL_2026_V1,ELIGIBLE,
APP205127,PL_2026_V1,ELIGIBLE,
APP205128,PL_2026_V1,ELIGIBLE,
APP205129,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205130,PL_2026_V1,ELIGIBLE,
APP205131,PL_2026_V1,ELIGIBLE,
APP205132,PL_2026_V1,ELIGIBLE,
APP205133,PL_2026_V1,INELIGIBLE,FOIR
APP205134,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205135,PL_2026_V1,ELIGIBLE,
APP205136,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205137,PL_2026_V1,ELIGIBLE,
APP205138,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205139,PL_2026_V1,ELIGIBLE,
APP205140,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205141,PL_2026_V1,ELIGIBLE,
APP205142,PL_2026_V1,ELIGIBLE,
APP205143,PL_2026_V1,ELIGIBLE,
APP205144,PL_2026_V1,ELIGIBLE,
APP205145,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205146,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205147,PL_2026_V1,ELIGIBLE,
APP205148,PL_2026_V1,ELIGIBLE,
APP205149,PL_2026_V1,ELIGIBLE,
APP205150,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205151,PL_2026_V1,ELIGIBLE,
APP205152,PL_2026_V1,ELIGIBLE,
APP205153,PL_2026_V1,ELIGIBLE,
APP205154,PL_2026_V1,ELIGIBLE,
APP205155,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205156,PL_2026_V1,ELIGIBLE,
APP205157,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205158,PL_2026_V1,ELIGIBLE,
APP205159,PL_2026_V1,ELIGIBLE,
APP205160,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205161,PL_2026_V1,ELIGIBLE,
APP205162,PL_2026_V1,ELIGIBLE,
APP205163,PL_2026_V1,ELIGIBLE,
APP205164,PL_2026_V1,ELIGIBLE,
APP205165,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205166,PL_2026_V1,ELIGIBLE,
APP205167,PL_2026_V1,ELIGIBLE,
APP205168,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205169,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205170,PL_2026_V1,ELIGIBLE,
APP205171,PL_2026_V1,ELIGIBLE,
APP205172,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205173,PL_2026_V1,ELIGIBLE,
APP205174,PL_2026_V1,ELIGIBLE,
APP205175,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205176,PL_2026_V1,ELIGIBLE,
APP205177,PL_2026_V1,ELIGIBLE,
APP205178,PL_2026_V1,ELIGIBLE,
APP205179,PL_2026_V1,ELIGIBLE,
APP205180,PL_2026_V1,ELIGIBLE,
APP205181,PL_2026_V1,ELIGIBLE,
APP205182,PL_2026_V1,ELIGIBLE,
APP205183,PL_2026_V1,ELIGIBLE,
APP205184,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205185,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205186,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205187,PL_2026_V1,ELIGIBLE,
APP205188,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205189,PL_2026_V1,ELIGIBLE,
APP205190,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205191,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205192,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205193,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205194,PL_2026_V1,ELIGIBLE,
APP205195,PL_2026_V1,ELIGIBLE,
APP205196,PL_2026_V1,ELIGIBLE,
APP205197,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205198,PL_2026_V1,ELIGIBLE,
APP205199,PL_2026_V1,ELIGIBLE,
APP205200,PL_2026_V1,ELIGIBLE,
APP205201,PL_2026_V1,ELIGIBLE,
APP205202,PL_2026_V1,ELIGIBLE,
APP205203,PL_2026_V1,ELIGIBLE,
APP205204,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205205,PL_2026_V1,ELIGIBLE,
APP205206,PL_2026_V1,ELIGIBLE,
APP205207,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205208,PL_2026_V1,ELIGIBLE,
APP205209,PL_2026_V1,ELIGIBLE,
APP205210,PL_2026_V1,ELIGIBLE,
APP205211,PL_2026_V1,ELIGIBLE,
APP205212,PL_2026_V1,ELIGIBLE,
APP205213,PL_2026_V1,ELIGIBLE,
APP205214,PL_2026_V1,ELIGIBLE,
APP205215,PL_2026_V1,ELIGIBLE,
APP205216,PL_2026_V1,ELIGIBLE,
APP205217,PL_2026_V1,ELIGIBLE,
APP205218,PL_2026_V1,ELIGIBLE,
APP205219,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205220,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205221,PL_2026_V1,ELIGIBLE,
APP205222,PL_2026_V1,ELIGIBLE,
APP205223,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205224,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205225,PL_2026_V1,ELIGIBLE,
APP205226,PL_2026_V1,ELIGIBLE,
APP205227,PL_2026_V1,ELIGIBLE,
APP205228,PL_2026_V1,INELIGIBLE,BUREAU_SCORE|EMPLOYMENT_TENURE
APP205229,PL_2026_V1,ELIGIBLE,
APP205230,PL_2026_V1,ELIGIBLE,
APP205231,PL_2026_V1,ELIGIBLE,
APP205232,PL_2026_V1,ELIGIBLE,
APP205233,PL_2026_V1,ELIGIBLE,
APP205234,PL_2026_V1,ELIGIBLE,
APP205235,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205236,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205237,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205238,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205239,PL_2026_V1,ELIGIBLE,
APP205240,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205241,PL_2026_V1,ELIGIBLE,
APP205242,PL_2026_V1,ELIGIBLE,
APP205243,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205244,PL_2026_V1,ELIGIBLE,
APP205245,PL_2026_V1,ELIGIBLE,
APP205246,PL_2026_V1,ELIGIBLE,
APP205247,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205248,PL_2026_V1,ELIGIBLE,
APP205249,PL_2026_V1,ELIGIBLE,
APP205250,PL_2026_V1,ELIGIBLE,
APP205251,PL_2026_V1,ELIGIBLE,
APP205252,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205253,PL_2026_V1,ELIGIBLE,
APP205254,PL_2026_V1,ELIGIBLE,
APP205255,PL_2026_V1,ELIGIBLE,
APP205256,PL_2026_V1,ELIGIBLE,
APP205257,PL_2026_V1,ELIGIBLE,
APP205258,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205259,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205260,PL_2026_V1,ELIGIBLE,
APP205261,PL_2026_V1,ELIGIBLE,
APP205262,PL_2026_V1,ELIGIBLE,
APP205263,PL_2026_V1,ELIGIBLE,
APP205264,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205265,PL_2026_V1,ELIGIBLE,
APP205266,PL_2026_V1,ELIGIBLE,
APP205267,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205268,PL_2026_V1,ELIGIBLE,
APP205269,PL_2026_V1,ELIGIBLE,
APP205270,PL_2026_V1,ELIGIBLE,
APP205271,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205272,PL_2026_V1,ELIGIBLE,
APP205273,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205274,PL_2026_V1,ELIGIBLE,
APP205275,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205276,PL_2026_V1,ELIGIBLE,
APP205277,PL_2026_V1,ELIGIBLE,
APP205278,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205279,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205280,PL_2026_V1,ELIGIBLE,
APP205281,PL_2026_V1,INELIGIBLE,BUREAU_SCORE|EMPLOYMENT_TENURE
APP205282,PL_2026_V1,ELIGIBLE,
APP205283,PL_2026_V1,INELIGIBLE,FOIR
APP205284,PL_2026_V1,INELIGIBLE,FOIR
APP205285,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205286,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205287,PL_2026_V1,ELIGIBLE,
APP205288,PL_2026_V1,ELIGIBLE,
APP205289,PL_2026_V1,ELIGIBLE,
APP205290,PL_2026_V1,ELIGIBLE,
APP205291,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205292,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205293,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205294,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205295,PL_2026_V1,ELIGIBLE,
APP205296,PL_2026_V1,ELIGIBLE,
APP205297,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205298,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205299,PL_2026_V1,ELIGIBLE,
APP205300,PL_2026_V1,ELIGIBLE,
APP205301,PL_2026_V1,ELIGIBLE,
APP205302,PL_2026_V1,ELIGIBLE,
APP205303,PL_2026_V1,ELIGIBLE,
APP205304,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205305,PL_2026_V1,ELIGIBLE,
APP205306,PL_2026_V1,ELIGIBLE,
APP205307,PL_2026_V1,ELIGIBLE,
APP205308,PL_2026_V1,ELIGIBLE,
APP205309,PL_2026_V1,ELIGIBLE,
APP205310,PL_2026_V1,ELIGIBLE,
APP205311,PL_2026_V1,ELIGIBLE,
APP205312,PL_2026_V1,ELIGIBLE,
APP205313,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205314,PL_2026_V1,ELIGIBLE,
APP205315,PL_2026_V1,ELIGIBLE,
APP205316,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205317,PL_2026_V1,ELIGIBLE,
APP205318,PL_2026_V1,ELIGIBLE,
APP205319,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205320,PL_2026_V1,ELIGIBLE,
APP205321,PL_2026_V1,ELIGIBLE,
APP205322,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205323,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205324,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205325,PL_2026_V1,ELIGIBLE,
APP205326,PL_2026_V1,ELIGIBLE,
APP205327,PL_2026_V1,ELIGIBLE,
APP205328,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205329,PL_2026_V1,ELIGIBLE,
APP205330,PL_2026_V1,ELIGIBLE,
APP205331,PL_2026_V1,ELIGIBLE,
APP205332,PL_2026_V1,ELIGIBLE,
APP205333,PL_2026_V1,ELIGIBLE,
APP205334,PL_2026_V1,ELIGIBLE,
APP205335,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205336,PL_2026_V1,ELIGIBLE,
APP205337,PL_2026_V1,ELIGIBLE,
APP205338,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205339,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205340,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205341,PL_2026_V1,ELIGIBLE,
APP205342,PL_2026_V1,ELIGIBLE,
APP205343,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205344,PL_2026_V1,ELIGIBLE,
APP205345,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205346,PL_2026_V1,ELIGIBLE,
APP205347,PL_2026_V1,ELIGIBLE,
APP205348,PL_2026_V1,ELIGIBLE,
APP205349,PL_2026_V1,ELIGIBLE,
APP205350,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205351,PL_2026_V1,ELIGIBLE,
APP205352,PL_2026_V1,ELIGIBLE,
APP205353,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205354,PL_2026_V1,ELIGIBLE,
APP205355,PL_2026_V1,ELIGIBLE,
APP205356,PL_2026_V1,ELIGIBLE,
APP205357,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205358,PL_2026_V1,ELIGIBLE,
APP205359,PL_2026_V1,ELIGIBLE,
APP205360,PL_2026_V1,ELIGIBLE,
APP205361,PL_2026_V1,ELIGIBLE,
APP205362,PL_2026_V1,ELIGIBLE,
APP205363,PL_2026_V1,ELIGIBLE,
APP205364,PL_2026_V1,ELIGIBLE,
APP205365,PL_2026_V1,ELIGIBLE,
APP205366,PL_2026_V1,ELIGIBLE,
APP205367,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205368,PL_2026_V1,ELIGIBLE,
APP205369,PL_2026_V1,ELIGIBLE,
APP205370,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205371,PL_2026_V1,ELIGIBLE,
APP205372,PL_2026_V1,ELIGIBLE,
APP205373,PL_2026_V1,ELIGIBLE,
APP205374,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205375,PL_2026_V1,ELIGIBLE,
APP205376,PL_2026_V1,ELIGIBLE,
APP205377,PL_2026_V1,ELIGIBLE,
APP205378,PL_2026_V1,INELIGIBLE,FOIR
APP205379,PL_2026_V1,ELIGIBLE,
APP205380,PL_2026_V1,ELIGIBLE,
APP205381,PL_2026_V1,ELIGIBLE,
APP205382,PL_2026_V1,ELIGIBLE,
APP205383,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205384,PL_2026_V1,ELIGIBLE,
APP205385,PL_2026_V1,ELIGIBLE,
APP205386,PL_2026_V1,ELIGIBLE,
APP205387,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205388,PL_2026_V1,ELIGIBLE,
APP205389,PL_2026_V1,ELIGIBLE,
APP205390,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205391,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205392,PL_2026_V1,ELIGIBLE,
APP205393,PL_2026_V1,ELIGIBLE,
APP205394,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205395,PL_2026_V1,ELIGIBLE,
APP205396,PL_2026_V1,ELIGIBLE,
APP205397,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205398,PL_2026_V1,ELIGIBLE,
APP205399,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205400,PL_2026_V1,ELIGIBLE,
APP205401,PL_2026_V1,ELIGIBLE,
APP205402,PL_2026_V1,ELIGIBLE,
APP205403,PL_2026_V1,ELIGIBLE,
APP205404,PL_2026_V1,ELIGIBLE,
APP205405,PL_2026_V1,ELIGIBLE,
APP205406,PL_2026_V1,ELIGIBLE,
APP205407,PL_2026_V1,INELIGIBLE,MIN_INCOME
APP205408,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205409,PL_2026_V1,ELIGIBLE,
APP205410,PL_2026_V1,ELIGIBLE,
APP205411,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205412,PL_2026_V1,ELIGIBLE,
APP205413,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205414,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205415,PL_2026_V1,ELIGIBLE,
APP205416,PL_2026_V1,ELIGIBLE,
APP205417,PL_2026_V1,ELIGIBLE,
APP205418,PL_2026_V1,ELIGIBLE,
APP205419,PL_2026_V1,ELIGIBLE,
APP205420,PL_2026_V1,ELIGIBLE,
APP205421,PL_2026_V1,ELIGIBLE,
APP205422,PL_2026_V1,ELIGIBLE,
APP205423,PL_2026_V1,ELIGIBLE,
APP205424,PL_2026_V1,ELIGIBLE,
APP205425,PL_2026_V1,ELIGIBLE,
APP205426,PL_2026_V1,ELIGIBLE,
APP205427,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205428,PL_2026_V1,ELIGIBLE,
APP205429,PL_2026_V1,ELIGIBLE,
APP205430,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205431,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205432,PL_2026_V1,ELIGIBLE,
APP205433,PL_2026_V1,ELIGIBLE,
APP205434,PL_2026_V1,ELIGIBLE,
APP205435,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205436,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205437,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205438,PL_2026_V1,ELIGIBLE,
APP205439,PL_2026_V1,INELIGIBLE,FOIR
APP205440,PL_2026_V1,ELIGIBLE,
APP205441,PL_2026_V1,ELIGIBLE,
APP205442,PL_2026_V1,ELIGIBLE,
APP205443,PL_2026_V1,INELIGIBLE,MIN_INCOME|BUREAU_SCORE
APP205444,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205445,PL_2026_V1,ELIGIBLE,
APP205446,PL_2026_V1,ELIGIBLE,
APP205447,PL_2026_V1,ELIGIBLE,
APP205448,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205449,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205450,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205451,PL_2026_V1,ELIGIBLE,
APP205452,PL_2026_V1,ELIGIBLE,
APP205453,PL_2026_V1,ELIGIBLE,
APP205454,PL_2026_V1,ELIGIBLE,
APP205455,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205456,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205457,PL_2026_V1,ELIGIBLE,
APP205458,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205459,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
APP205460,PL_2026_V1,INELIGIBLE,BUREAU_SCORE
